14-mar-2019,,,,,,,,,,,
iShares Russell 1000 ETF,,,,,,,,,,,
Inception Date,15-may-2000,,,,,,,,,,
Fund Holdings as of,14-mar-2019,,,,,,,,,,
Total Net Assets,"USD 19,399,882,369.48",,,,,,,,,,
Number of Securities,978.00,,,,,,,,,,
Share,"123,400,000.00",,,,,,,,,,
,,,,,,,,,,,
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,SEDOL,ISIN,Bolsa de valores
MS,MORGAN STANLEY,Equity,0.20,42.69,"885,035.00","37,782,144.15","37,782,144.15",Financieros,2262314,US6174464486,New York Stock Exchange Inc.
RTN,RAYTHEON,Equity,0.20,180.25,"209,534.00","37,768,503.50","37,768,503.50",Industriales,2758051,US7551115071,New York Stock Exchange Inc.
CCI,CROWN CASTLE INTERNATIONAL REIT CO,Equity,0.19,124.01,"302,091.00","37,462,304.91","37,462,304.91",Bienes Raíces,BTGQCX1,US22822V1017,New York Stock Exchange Inc.
DE,DEERE,Equity,0.19,157.76,"236,122.00","37,250,606.72","37,250,606.72",Industriales,2261203,US2441991054,New York Stock Exchange Inc.
AGN,ALLERGAN,Equity,0.19,149.80,"247,217.00","37,033,106.60","37,033,106.60",Cuidado de la Salud,BY9D546,IE00BY9D5467,New York Stock Exchange Inc.
SPGI,S&P GLOBAL INC,Equity,0.19,201.60,"183,311.00","36,955,497.60","36,955,497.60",Financieros,BYV2325,US78409V1044,New York Stock Exchange Inc.
WBA,WALGREEN BOOTS ALLIANCE INC,Equity,0.19,61.82,"591,382.00","36,559,235.24","36,559,235.24",Productos básicos de consumo,BTN1Y44,US9314271084,NASDAQ
GM,GENERAL MOTORS,Equity,0.19,38.03,"955,556.00","36,339,794.68","36,339,794.68",Consumo discrecional,B665KZ5,US37045V1008,New York Stock Exchange Inc.
OXY,OCCIDENTAL PETROLEUM CORP,Equity,0.19,65.21,"551,367.00","35,954,642.07","35,954,642.07",Energía,2655408,US6745991058,New York Stock Exchange Inc.
NSC,NORFOLK SOUTHERN CORP,Equity,0.18,178.99,"198,701.00","35,565,491.99","35,565,491.99",Industriales,2641894,US6558441084,New York Stock Exchange Inc.
BK,BANK OF NEW YORK MELLON CORP,Equity,0.18,52.76,"669,621.00","35,329,203.96","35,329,203.96",Financieros,B1Z77F6,US0640581007,New York Stock Exchange Inc.
ITW,ILLINOIS TOOL INC,Equity,0.18,144.90,"242,165.00","35,089,708.50","35,089,708.50",Industriales,2457552,US4523081093,New York Stock Exchange Inc.
EXC,EXELON CORP,Equity,0.18,49.62,"703,765.00","34,920,819.30","34,920,819.30",Servicios,2670519,US30161N1019,New York Stock Exchange Inc.
VRTX,VERTEX PHARMACEUTICALS INC,Equity,0.18,186.11,"186,057.00","34,627,068.27","34,627,068.27",Cuidado de la Salud,2931034,US92532F1003,NASDAQ
MMC,MARSH & MCLENNAN INC,Equity,0.18,92.49,"370,057.00","34,226,571.93","34,226,571.93",Financieros,2567741,US5717481023,New York Stock Exchange Inc.
ZTS,ZOETIS INC CLASS A,Equity,0.18,96.20,"353,363.00","33,993,520.60","33,993,520.60",Cuidado de la Salud,B95WG16,US98978V1035,New York Stock Exchange Inc.
ILMN,ILLUMINA INC,Equity,0.17,309.20,"107,002.00","33,085,018.40","33,085,018.40",Cuidado de la Salud,2613990,US4523271090,NASDAQ
PLD,PROLOGIS REIT INC,Equity,0.17,71.78,"456,666.00","32,779,485.48","32,779,485.48",Bienes Raíces,B44WZD7,US74340W1036,New York Stock Exchange Inc.
NOC,NORTHROP GRUMMAN CORP,Equity,0.17,274.75,"118,043.00","32,432,314.25","32,432,314.25",Industriales,2648806,US6668071029,New York Stock Exchange Inc.
ECL,ECOLAB INC,Equity,0.17,173.60,"185,883.00","32,269,288.80","32,269,288.80",Materiales,2304227,US2788651006,New York Stock Exchange Inc.
GD,GENERAL DYNAMICS CORP,Equity,0.17,169.59,"189,090.00","32,067,773.10","32,067,773.10",Industriales,2365161,US3695501086,New York Stock Exchange Inc.
FDX,FEDEX CORP,Equity,0.17,179.08,"178,112.00","31,896,296.96","31,896,296.96",Industriales,2142784,US31428X1063,New York Stock Exchange Inc.
MU,MICRON TECHNOLOGY INC,Equity,0.16,38.41,"826,186.00","31,733,804.26","31,733,804.26",Tecnología de la Información,2588184,US5951121038,NASDAQ
WM,WASTE MANAGEMENT INC,Equity,0.16,101.16,"311,974.00","31,559,289.84","31,559,289.84",Industriales,2937667,US94106L1098,New York Stock Exchange Inc.
NOW,SERVICENOW INC,Equity,0.16,241.59,"129,625.00","31,316,103.75","31,316,103.75",Tecnología de la Información,B80NXX8,US81762P1021,New York Stock Exchange Inc.
EMR,EMERSON ELECTRIC,Equity,0.16,67.48,"457,793.00","30,891,871.64","30,891,871.64",Industriales,2313405,US2910111044,New York Stock Exchange Inc.
PGR,PROGRESSIVE CORP,Equity,0.16,72.86,"422,861.00","30,809,652.46","30,809,652.46",Financieros,2705024,US7433151039,New York Stock Exchange Inc.
USD,USD CASH,Cash,0.16,100.00,"30,503,590.00","30,503,589.91","30,503,589.91",Liquidez,--,--,--
ICE,INTERCONTINENTAL EXCHANGE INC,Equity,0.16,73.89,"409,827.00","30,282,117.03","30,282,117.03",Financieros,BFSSDS9,US45866F1049,New York Stock Exchange Inc.
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS COR,Equity,0.16,70.93,"425,774.00","30,200,149.82","30,200,149.82",Tecnología de la Información,2257019,US1924461023,NASDAQ
KMB,KIMBERLY CLARK CORP,Equity,0.16,118.45,"254,110.00","30,099,329.50","30,099,329.50",Productos básicos de consumo,2491839,US4943681035,New York Stock Exchange Inc.
PSX,PHILLIPS,Equity,0.16,98.47,"304,598.00","29,993,765.06","29,993,765.06",Energía,B78C4Y8,US7185461040,New York Stock Exchange Inc.
AEP,AMERICAN ELECTRIC POWER INC,Equity,0.15,82.98,"359,872.00","29,862,178.56","29,862,178.56",Servicios,2026242,US0255371017,New York Stock Exchange Inc.
APD,AIR PRODUCTS AND CHEMICALS INC,Equity,0.15,185.21,"159,933.00","29,621,190.93","29,621,190.93",Materiales,2011602,US0091581068,New York Stock Exchange Inc.
AON,AON PLC CLASS A,Equity,0.15,168.58,"175,348.00","29,560,165.84","29,560,165.84",Financieros,B5BT0K0,GB00B5BT0K07,New York Stock Exchange Inc.
TGT,TARGET CORP,Equity,0.15,76.49,"384,470.00","29,408,110.30","29,408,110.30",Consumo discrecional,2259101,US87612E1064,New York Stock Exchange Inc.
MPC,MARATHON PETROLEUM CORP,Equity,0.15,59.69,"488,990.00","29,187,813.10","29,187,813.10",Energía,B3K3L40,US56585A1025,New York Stock Exchange Inc.
ADI,ANALOG DEVICES INC,Equity,0.15,108.25,"269,500.00","29,173,375.00","29,173,375.00",Tecnología de la Información,2032067,US0326541051,NASDAQ
TSLA,TESLA INC,Equity,0.15,289.96,"99,915.00","28,971,353.40","28,971,353.40",Consumo discrecional,B616C79,US88160R1014,NASDAQ
COF,CAPITAL ONE FINANCIAL CORP,Equity,0.15,83.21,"347,705.00","28,932,533.05","28,932,533.05",Financieros,2654461,US14040H1059,New York Stock Exchange Inc.
PRU,PRUDENTIAL FINANCIAL INC,Equity,0.15,95.27,"301,271.00","28,702,088.17","28,702,088.17",Financieros,2819118,US7443201022,New York Stock Exchange Inc.
AIG,AMERICAN INTERNATIONAL GROUP INC,Equity,0.15,43.75,"648,993.00","28,393,443.75","28,393,443.75",Financieros,2027342,US0268747849,New York Stock Exchange Inc.
BBT,BB AND T CORP,Equity,0.15,50.13,"563,825.00","28,264,547.25","28,264,547.25",Financieros,2830904,US0549371070,New York Stock Exchange Inc.
HUM,HUMANA INC,Equity,0.15,279.82,"100,364.00","28,083,854.48","28,083,854.48",Cuidado de la Salud,2445063,US4448591028,New York Stock Exchange Inc.
BAX,BAXTER INTERNATIONAL INC,Equity,0.14,76.51,"364,885.00","27,917,351.35","27,917,351.35",Cuidado de la Salud,2085102,US0718131099,New York Stock Exchange Inc.
AMAT,APPLIED MATERIAL INC,Equity,0.14,38.93,"717,036.00","27,914,211.48","27,914,211.48",Tecnología de la Información,2046552,US0382221051,NASDAQ
AFL,AFLAC INC,Equity,0.14,49.70,"557,454.00","27,705,463.80","27,705,463.80",Financieros,2026361,US0010551028,New York Stock Exchange Inc.
