26-mar-2019,,,,,,,,,,,
iShares U.S. Financials ETF,,,,,,,,,,,
Inception Date,22 may 2000,,,,,,,,,,
Fund Holdings as of,26 mar 2019,,,,,,,,,,
Total Net Assets,"USD 1.712.620.415,32",,,,,,,,,,
Number of Securities,"284,00",,,,,,,,,,
Share,"14.600.000,00",,,,,,,,,,
,,,,,,,,,,,
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,SEDOL,ISIN,Intercambio
PRI,PRIMERICA INC,Equity,0.10,122.27,"14,259.00","1,743,447.93","1,743,447.93",Financieros,B50K3X8,US74164M1080,New York Stock Exchange Inc.
ATH,ATHENE HOLDING LTD CLASS A,Equity,0.10,40.83,"42,362.00","1,729,640.46","1,729,640.46",Financieros,BZ13MZ1,BMG0684D1074,New York Stock Exchange Inc.
AIZ,ASSURANT INC,Equity,0.10,95.37,"17,395.00","1,658,961.15","1,658,961.15",Financieros,2331430,US04621X1081,New York Stock Exchange Inc.
KMPR,KEMPER CORP,Equity,0.10,77.99,"20,834.00","1,624,843.66","1,624,843.66",Financieros,B52KRV2,US4884011002,New York Stock Exchange Inc.
CIT,CIT GROUP INC,Equity,0.10,47.39,"33,927.00","1,607,800.53","1,607,800.53",Financieros,B4Z73G0,US1255818015,New York Stock Exchange Inc.
AGO,ASSURED GUARANTY LTD,Equity,0.09,45.00,"35,470.00","1,596,150.00","1,596,150.00",Financieros,B00V7H8,BMG0585R1060,New York Stock Exchange Inc.
HIW,HIGHWOODS PROPERTIES REIT INC,Equity,0.09,45.81,"34,520.00","1,581,361.20","1,581,361.20",Bienes Raíces,2420640,US4312841087,New York Stock Exchange Inc.
MTG,MGIC INVESTMENT CORP,Equity,0.09,13.19,"119,616.00","1,577,735.04","1,577,735.04",Financieros,2548616,US5528481030,New York Stock Exchange Inc.
MAC,MACERICH REIT,Equity,0.09,44.07,"35,636.00","1,570,478.52","1,570,478.52",Bienes Raíces,2543967,US5543821012,New York Stock Exchange Inc.
WBS,WEBSTER FINANCIAL CORP,Equity,0.09,50.44,"31,064.00","1,566,868.16","1,566,868.16",Financieros,2945143,US9478901096,New York Stock Exchange Inc.
LAZ,LAZARD LTD CLASS A,Equity,0.09,36.17,"43,305.00","1,566,341.85","1,566,341.85",Financieros,B081VQ7,BMG540501027,New York Stock Exchange Inc.
THG,HANOVER INSURANCE GROUP INC,Equity,0.09,114.03,"13,659.00","1,557,535.77","1,557,535.77",Financieros,2020415,US4108671052,New York Stock Exchange Inc.
AXS,AXIS CAPITAL HOLDINGS LTD,Equity,0.09,55.72,"27,882.00","1,553,585.04","1,553,585.04",Financieros,2677606,BMG0692U1099,New York Stock Exchange Inc.
EV,EATON VANCE COM NON VOTING CORP,Equity,0.09,40.16,"38,456.00","1,544,392.96","1,544,392.96",Financieros,2301057,US2782651036,New York Stock Exchange Inc.
JBGS,JBG SMITH PROPERTIES,Equity,0.09,40.92,"37,142.00","1,519,850.64","1,519,850.64",Bienes Raíces,BD3BX01,US46590V1008,New York Stock Exchange Inc.
LSI,LIFE STORAGE INC,Equity,0.09,96.78,"15,694.00","1,518,865.32","1,518,865.32",Bienes Raíces,BDCSFJ6,US53223X1072,New York Stock Exchange Inc.
PB,PROSPERITY BANCSHARES INC,Equity,0.09,68.60,"22,134.00","1,518,392.40","1,518,392.40",Financieros,2310257,US7436061052,New York Stock Exchange Inc.
FR,FIRST INDUSTRIAL REALTY TRUST INC,Equity,0.09,35.20,"42,639.00","1,500,892.80","1,500,892.80",Bienes Raíces,2360757,US32054K1034,New York Stock Exchange Inc.
PACW,PACWEST BANCORP,Equity,0.09,36.97,"40,403.00","1,493,698.91","1,493,698.91",Financieros,2619772,US6952631033,NASDAQ
FHN,FIRST HORIZON NATIONAL CORP,Equity,0.09,13.83,"106,629.00","1,474,679.07","1,474,679.07",Financieros,2341484,US3205171057,New York Stock Exchange Inc.
RDN,RADIAN GROUP INC,Equity,0.09,20.50,"71,185.00","1,459,292.50","1,459,292.50",Financieros,2173911,US7502361014,New York Stock Exchange Inc.
SLM,SLM CORP,Equity,0.09,9.92,"147,032.00","1,458,557.44","1,458,557.44",Financieros,2101967,US78442P1066,NASDAQ
BXMT,BLACKSTONE MORTGAGE TRUST REIT CLA,Equity,0.09,34.95,"41,661.00","1,456,051.95","1,456,051.95",Financieros,B94QHZ0,US09257W1009,New York Stock Exchange Inc.
RHP,RYMAN HOSPITALITY PROPERTIES REIT,Equity,0.09,84.03,"17,209.00","1,446,072.27","1,446,072.27",Bienes Raíces,B8QV5C9,US78377T1079,New York Stock Exchange Inc.
HPT,HOSPITALITY PROPERTIES TRUST REIT,Equity,0.09,26.18,"54,858.00","1,436,182.44","1,436,182.44",Bienes Raíces,2438966,US44106M1027,NASDAQ
ESNT,ESSENT GROUP LTD,Equity,0.08,43.26,"32,900.00","1,423,254.00","1,423,254.00",Financieros,BFWGXR8,BMG3198U1027,New York Stock Exchange Inc.
HHC,HOWARD HUGHES CORP,Equity,0.08,108.42,"13,112.00","1,421,603.04","1,421,603.04",Bienes Raíces,B5VR4H9,US44267D1072,New York Stock Exchange Inc.
EQH,AXA EQUITABLE HOLDINGS INC,Equity,0.08,20.00,"70,443.00","1,408,860.00","1,408,860.00",Financieros,BYWV2Y6,US0545611057,New York Stock Exchange Inc.
BHF,BRIGHTHOUSE FINANCIAL INC,Equity,0.08,35.99,"38,984.00","1,403,034.16","1,403,034.16",Financieros,BF429K9,US10922N1037,NASDAQ
JHG,JANUS HENDERSON GROUP PLC,Equity,0.08,24.86,"55,562.00","1,381,271.32","1,381,271.32",Financieros,BYPZJQ6,JE00BYPZJM29,New York Stock Exchange Inc.
HR,HEALTHCARE REALTY TRUST REIT INC,Equity,0.08,32.59,"42,180.00","1,374,646.20","1,374,646.20",Bienes Raíces,2417921,US4219461047,New York Stock Exchange Inc.
CUZ,COUSINS PROPERTIES REIT INC,Equity,0.08,9.48,"144,278.00","1,367,755.44","1,367,755.44",Bienes Raíces,2229922,US2227951066,New York Stock Exchange Inc.
EGP,EASTGROUP PROPERTIES REIT INC,Equity,0.08,111.22,"12,277.00","1,365,447.94","1,365,447.94",Bienes Raíces,2455761,US2772761019,New York Stock Exchange Inc.
PEB,PEBBLEBROOK HOTEL TRUST REIT TRUST,Equity,0.08,31.01,"43,933.00","1,362,362.33","1,362,362.33",Bienes Raíces,B4XBDV9,US70509V1008,New York Stock Exchange Inc.
EQC,EQUITY COMMONWEALTH REIT,Equity,0.08,32.82,"40,514.00","1,329,669.48","1,329,669.48",Bienes Raíces,BPH3N63,US2946281027,New York Stock Exchange Inc.
WAL,WESTERN ALLIANCE,Equity,0.08,40.87,"32,489.00","1,327,825.43","1,327,825.43",Financieros,B0CCGJ4,US9576381092,New York Stock Exchange Inc.
PNFP,PINNACLE FINANCIAL PARTNERS INC,Equity,0.08,54.40,"24,352.00","1,324,748.80","1,324,748.80",Financieros,2675097,US72346Q1040,NASDAQ
IBKC,IBERIABANK CORP,Equity,0.08,71.11,"18,535.00","1,318,023.85","1,318,023.85",Financieros,2452450,US4508281080,NASDAQ
FFIN,FIRST FINANCIAL BANKSHARES INC,Equity,0.08,56.36,"23,276.00","1,311,835.36","1,311,835.36",Financieros,2266026,US32020R1095,NASDAQ
STL,STERLING BAN,Equity,0.08,18.20,"71,584.00","1,302,828.80","1,302,828.80",Financieros,BFNXVB8,US85917A1007,New York Stock Exchange Inc.
RYN,RAYONIER REIT INC,Equity,0.08,29.99,"43,382.00","1,301,026.18","1,301,026.18",Bienes Raíces,2473138,US7549071030,New York Stock Exchange Inc.
COR,CORESITE REALTY REIT CORP,Equity,0.08,105.35,"12,324.00","1,298,333.40","1,298,333.40",Bienes Raíces,B3T3VV8,US21870Q1058,New York Stock Exchange Inc.
IBKR,INTERACTIVE BROKERS GROUP INC CLAS,Equity,0.08,50.67,"25,049.00","1,269,232.83","1,269,232.83",Financieros,B1WT4X2,US45841N1072,IEX
FCFS,FIRSTCASH INC,Equity,0.07,85.84,"14,620.00","1,254,980.80","1,254,980.80",Financieros,BZCG9B4,US33767D1054,NASDAQ
WTFC,WINTRUST FINANCIAL CORP,Equity,0.07,65.68,"19,057.00","1,251,663.76","1,251,663.76",Financieros,2425258,US97650W1080,NASDAQ
EVR,EVERCORE INC CLASS A,Equity,0.07,90.44,"13,799.00","1,247,981.56","1,247,981.56",Financieros,B1BHXZ2,US29977A1051,New York Stock Exchange Inc.
SF,STIFEL FINANCIAL CORP,Equity,0.07,51.78,"24,004.00","1,242,927.12","1,242,927.12",Financieros,2849234,US8606301021,New York Stock Exchange Inc.
UBSI,UNITED BANKSHARES INC,Equity,0.07,35.54,"34,327.00","1,219,981.58","1,219,981.58",Financieros,2905794,US9099071071,NASDAQ
UMPQ,UMPQUA HOLDINGS CORP,Equity,0.07,16.58,"73,477.00","1,218,248.66","1,218,248.66",Financieros,2484389,US9042141039,NASDAQ
CIM,CHIMERA INVESTMENT CORP,Equity,0.07,19.22,"62,710.00","1,205,286.20","1,205,286.20",Financieros,BVZCNC0,US16934Q2084,New York Stock Exchange Inc.
ERIE,ERIE INDEMNITY CLASS A,Equity,0.07,176.53,"6,694.00","1,181,691.82","1,181,691.82",Financieros,2311711,US29530P1021,NASDAQ
FCNCA,FIRST CITIZENS BANCSHARES INC CLAS,Equity,0.07,398.78,"2,942.00","1,173,210.76","1,173,210.76",Financieros,2355582,US31946M1036,NASDAQ
APLE,APPLE HOSPITALITY REIT INC,Equity,0.07,16.31,"71,670.00","1,168,937.70","1,168,937.70",Bienes Raíces,BXRTX56,US03784Y2000,New York Stock Exchange Inc.
OZK,BANK OZK,Equity,0.07,28.65,"40,609.00","1,163,447.85","1,163,447.85",Financieros,BZ56Q65,US06417N1037,NASDAQ
DOC,PHYSICIANS REALTY TRUST REIT,Equity,0.07,18.99,"61,244.00","1,163,023.56","1,163,023.56",Bienes Raíces,BC9S149,US71943U1043,New York Stock Exchange Inc.
ASB,ASSOCIATED BANCORP,Equity,0.07,21.09,"55,013.00","1,160,224.17","1,160,224.17",Financieros,2055718,US0454871056,New York Stock Exchange Inc.
WRI,WEINGARTEN REALTY INVESTORS REIT,Equity,0.07,28.95,"40,047.00","1,159,360.65","1,159,360.65",Bienes Raíces,2946618,US9487411038,New York Stock Exchange Inc.
TWO,TWO HARBORS INVESTMENT REIT CORP,Equity,0.07,13.88,"83,270.00","1,155,787.60","1,155,787.60",Financieros,BD832H2,US90187B4086,New York Stock Exchange Inc.
GBCI,GLACIER BANCORP INC,Equity,0.07,39.70,"29,009.00","1,151,657.30","1,151,657.30",Financieros,2370585,US37637Q1058,NASDAQ
SBRA,SABRA HEALTH CARE REIT INC,Equity,0.07,19.19,"59,946.00","1,150,363.74","1,150,363.74",Bienes Raíces,B5NLBP6,US78573L1061,NASDAQ
NHI,NATIONAL HEALTH INVESTORS REIT INC,Equity,0.07,79.86,"14,385.00","1,148,786.10","1,148,786.10",Bienes Raíces,2626125,US63633D1046,New York Stock Exchange Inc.
FNB,FNB CORP,Equity,0.07,10.55,"108,185.00","1,141,351.75","1,141,351.75",Financieros,2041308,US3025201019,New York Stock Exchange Inc.
HWC,HANCOCK WHITNEY CORP,Equity,0.07,39.41,"28,846.00","1,136,820.86","1,136,820.86",Financieros,2415497,US4101201097,NASDAQ
BKU,BANKUNITED INC,Equity,0.07,33.38,"33,367.00","1,113,790.46","1,113,790.46",Financieros,B3NNTZ4,US06652K1034,New York Stock Exchange Inc.
SHO,SUNSTONE HOTEL INVESTORS REIT INC,Equity,0.07,14.35,"76,684.00","1,100,415.40","1,100,415.40",Bienes Raíces,B034LG1,US8678921011,New York Stock Exchange Inc.
TCF,TCF FINANCIAL CORP,Equity,0.07,20.10,"54,707.00","1,099,610.70","1,099,610.70",Financieros,2868455,US8722751026,New York Stock Exchange Inc.
MFA,MFA FINANCIAL REIT INC,Equity,0.07,7.33,"149,972.00","1,099,294.76","1,099,294.76",Financieros,2418162,US55272X1028,New York Stock Exchange Inc.
SRC,SPIRIT REALTY CAPITAL REIT INC,Equity,0.07,38.14,"28,803.00","1,098,546.42","1,098,546.42",Bienes Raíces,BHHZBZ8,US84860W3007,New York Stock Exchange Inc.
TCO,TAUBMAN CENTERS REIT INC,Equity,0.06,53.22,"20,527.00","1,092,446.94","1,092,446.94",Bienes Raíces,2872252,US8766641034,New York Stock Exchange Inc.
BOH,BANK OF HAWAII CORP.,Equity,0.06,78.37,"13,913.00","1,090,361.81","1,090,361.81",Financieros,2074070,US0625401098,New York Stock Exchange Inc.
OUT,OUTFRONT MEDIA INC,Equity,0.06,23.21,"46,904.00","1,088,641.84","1,088,641.84",Bienes Raíces,BSP6611,US69007J1060,New York Stock Exchange Inc.
VLY,VALLEY NATIONAL,Equity,0.06,9.63,"111,242.00","1,071,260.46","1,071,260.46",Financieros,2935326,US9197941076,NASDAQ
RLJ,RLJ LODGING TRUST REIT,Equity,0.06,17.79,"58,897.00","1,047,777.63","1,047,777.63",Bienes Raíces,B3PY1N7,US74965L1017,New York Stock Exchange Inc.
OFC,CORPORATE OFFICE PROPERTIES TRUST,Equity,0.06,27.39,"37,118.00","1,016,662.02","1,016,662.02",Bienes Raíces,2756152,US22002T1088,New York Stock Exchange Inc.
WTM,WHITE MOUNTAINS INSURANCE GROUP LT,Equity,0.06,921.73,"1,066.00","982,564.18","982,564.18",Financieros,2339252,BMG9618E1075,New York Stock Exchange Inc.
CHFC,CHEMICAL FINANCIAL CORP,Equity,0.06,39.93,"24,013.00","958,839.09","958,839.09",Financieros,2190277,US1637311028,NASDAQ
GDOT,GREEN DOT CORP CLASS A,Equity,0.06,59.35,"16,093.00","955,119.55","955,119.55",Financieros,B3WNNP3,US39304D1028,New York Stock Exchange Inc.
PGRE,PARAMOUNT GROUP REIT INC,Equity,0.06,14.23,"66,862.00","951,446.26","951,446.26",Bienes Raíces,BSL7HC6,US69924R1086,New York Stock Exchange Inc.
UMBF,UMB FINANCIAL CORP,Equity,0.06,63.36,"14,907.00","944,507.52","944,507.52",Financieros,2918510,US9027881088,NASDAQ
SNH,SENIOR HOUSING PROPERTIES TRUST RE,Equity,0.06,11.76,"79,894.00","939,553.44","939,553.44",Bienes Raíces,2501631,US81721M1099,NASDAQ
ISBC,INVESTORS BANCORP INC,Equity,0.06,11.83,"79,375.00","939,006.25","939,006.25",Financieros,BMHT4M3,US46146L1017,NASDAQ
FII,FEDERATED INVESTORS INC CLASS B,Equity,0.06,29.07,"32,241.00","937,245.87","937,245.87",Financieros,2246288,US3142111034,New York Stock Exchange Inc.
RLI,RLI CORP,Equity,0.05,70.32,"13,184.00","927,098.88","927,098.88",Financieros,2719070,US7496071074,New York Stock Exchange Inc.
BDN,BRANDYWINE REALTY TRUST REIT,Equity,0.05,15.62,"59,188.00","924,516.56","924,516.56",Bienes Raíces,2518954,US1053682035,New York Stock Exchange Inc.
TCBI,TEXAS CAPITAL BANCSHARES INC,Equity,0.05,54.34,"16,877.00","917,096.18","917,096.18",Financieros,2977209,US88224Q1076,NASDAQ
HOMB,HOME BANCSHARES INC,Equity,0.05,17.13,"51,999.00","890,742.87","890,742.87",Financieros,B17MTL9,US4368932004,NASDAQ
CLNY,COLONY CAPITAL INC CLASS A,Equity,0.05,5.38,"165,165.00","888,587.70","888,587.70",Bienes Raíces,BG5QFV0,US19626G1085,New York Stock Exchange Inc.
CXP,COLUMBIA PROPERTY REIT INC TRUST,Equity,0.05,22.59,"39,029.00","881,665.11","881,665.11",Bienes Raíces,BFLY9C0,US1982872038,New York Stock Exchange Inc.
FULT,FULTON FINANCIAL CORP,Equity,0.05,15.41,"57,174.00","881,051.34","881,051.34",Financieros,2356585,US3602711000,NASDAQ
CNO,CNO FINANCIAL GROUP INC,Equity,0.05,16.23,"54,092.00","877,913.16","877,913.16",Financieros,2657750,US12621E1038,New York Stock Exchange Inc.
ESGR,ENSTAR GROUP LTD,Equity,0.05,172.58,"5,073.00","875,498.34","875,498.34",Financieros,B1Q76J2,BMG3075P1014,NASDAQ
PDM,PIEDMONT OFFICE REALTY TRUST REIT,Equity,0.05,20.59,"42,513.00","875,342.67","875,342.67",Bienes Raíces,B3M3278,US7201902068,New York Stock Exchange Inc.
RPAI,RETAIL PROPERTIES OF AMERICA REIT,Equity,0.05,12.17,"71,217.00","866,710.89","866,710.89",Bienes Raíces,B7QR337,US76131V2025,New York Stock Exchange Inc.
CATY,CATHAY GENERAL BANCORP,Equity,0.05,33.65,"25,521.00","858,781.65","858,781.65",Financieros,2264235,US1491501045,NASDAQ
NAVI,NAVIENT CORP,Equity,0.05,11.62,"73,241.00","851,060.42","851,060.42",Financieros,BLP5GX1,US63938C1080,NASDAQ
BXS,BANCORPSOUTH,Equity,0.05,28.05,"30,261.00","848,821.05","848,821.05",Financieros,BF3BNF0,US05971J1025,New York Stock Exchange Inc.
BOKF,BOK FINANCIAL CORP,Equity,0.05,79.94,"10,585.00","846,164.90","846,164.90",Financieros,2109091,US05561Q2012,NASDAQ
PCH,POTLATCHDELTIC CORP,Equity,0.05,35.45,"22,798.00","808,189.10","808,189.10",Bienes Raíces,B0XXJN1,US7376301039,NASDAQ
OMF,ONEMAIN HOLDINGS INC,Equity,0.05,31.58,"25,287.00","798,563.46","798,563.46",Financieros,BYSZB89,US68268W1036,New York Stock Exchange Inc.
WAFD,WASHINGTON FEDERAL INC,Equity,0.05,29.01,"27,171.00","788,230.71","788,230.71",Financieros,2941981,US9388241096,NASDAQ
SC,SANTANDER CONSUMER USA HOLDINGS IN,Equity,0.05,20.54,"38,294.00","786,558.76","786,558.76",Financieros,BJ0KZ85,US80283M1018,New York Stock Exchange Inc.
CXW,CORECIVIC REIT INC,Equity,0.05,19.53,"40,166.00","784,441.98","784,441.98",Bienes Raíces,BZ8VC58,US21871N1019,New York Stock Exchange Inc.
FHB,FIRST HAWAIIAN INC,Equity,0.05,25.62,"30,529.00","782,152.98","782,152.98",Financieros,BDC6HG1,US32051X1081,NASDAQ
LM,LEGG MASON INC,Equity,0.05,27.51,"28,365.00","780,321.15","780,321.15",Financieros,2510615,US5249011058,New York Stock Exchange Inc.
WRE,WASHINGTON REAL ESTATE INVESTMENT,Equity,0.05,28.05,"27,657.00","775,778.85","775,778.85",Bienes Raíces,2942304,US9396531017,New York Stock Exchange Inc.
MORN,MORNINGSTAR INC,Equity,0.05,123.04,"6,194.00","762,109.76","762,109.76",Financieros,B081VR8,US6177001095,NASDAQ
AKR,ACADIA REALTY TRUST REIT,Equity,0.04,27.49,"27,621.00","759,301.29","759,301.29",Bienes Raíces,2566522,US0042391096,New York Stock Exchange Inc.
GEO,GEO GROUP REIT INC,Equity,0.04,18.70,"40,334.00","754,245.80","754,245.80",Bienes Raíces,BNLYWQ1,US36162J1060,New York Stock Exchange Inc.
XHR,XENIA HOTELS RESORTS REIT INC,Equity,0.04,19.99,"37,522.00","750,064.78","750,064.78",Bienes Raíces,BVV6CY1,US9840171030,New York Stock Exchange Inc.
DRH,DIAMONDROCK HOSPITALITY REIT,Equity,0.04,10.96,"67,481.00","739,591.76","739,591.76",Bienes Raíces,B090B96,US2527843013,New York Stock Exchange Inc.
TRMK,TRUSTMARK CORP,Equity,0.04,33.34,"22,018.00","734,080.12","734,080.12",Financieros,2340210,US8984021027,NASDAQ
UE,URBAN EDGE PROPERTIES,Equity,0.04,18.70,"38,631.00","722,399.70","722,399.70",Bienes Raíces,BTPSGQ9,US91704F1049,New York Stock Exchange Inc.
IVR,INVESCO MORTGAGE CAPITAL REIT INC,Equity,0.04,16.19,"42,990.00","696,008.10","696,008.10",Financieros,B5ZW0F0,US46131B1008,New York Stock Exchange Inc.
IBOC,INTERNATIONAL BANCSHARES CORP,Equity,0.04,37.88,"18,177.00","688,544.76","688,544.76",Financieros,2243911,US4590441030,NASDAQ
GNW,GENWORTH FINANCIAL A INC,Equity,0.04,3.93,"168,790.00","663,344.70","663,344.70",Financieros,B011WL6,US37247D1063,New York Stock Exchange Inc.
SITC,SITE CENTERS CORP,Equity,0.04,13.59,"48,672.00","661,452.48","661,452.48",Bienes Raíces,BGL0KF5,US82981J1097,New York Stock Exchange Inc.
PRA,PROASSURANCE CORP,Equity,0.04,35.73,"18,285.00","653,323.05","653,323.05",Financieros,2612737,US74267C1062,New York Stock Exchange Inc.
CLI,MACK-CALI REALTY REIT CORP,Equity,0.04,21.86,"29,859.00","652,717.74","652,717.74",Bienes Raíces,2192314,US5544891048,New York Stock Exchange Inc.
SKT,TANGER FACTORY OUTLET CENTERS REIT,Equity,0.04,20.93,"31,015.00","649,143.95","649,143.95",Bienes Raíces,2874582,US8754651060,New York Stock Exchange Inc.
LXP,LEXINGTON REALTY TRUST REIT,Equity,0.04,9.19,"70,148.00","644,660.12","644,660.12",Bienes Raíces,2139151,US5290431015,New York Stock Exchange Inc.
UNIT,UNITI GROUP INC,Equity,0.04,10.29,"60,416.00","621,680.64","621,680.64",Bienes Raíces,BD6VBR1,US91325V1089,NASDAQ
CFFN,CAPITOL FEDERAL FINANCIAL INC,Equity,0.04,13.19,"46,840.00","617,819.60","617,819.60",Financieros,B3KWJV0,US14057J1016,NASDAQ
BGCP,BGC PARTNERS INC CLASS A,Equity,0.03,5.30,"90,599.00","480,174.70","480,174.70",Financieros,2528168,US05541T1016,NASDAQ
RLGY,REALOGY HOLDINGS CORP,Equity,0.03,11.79,"38,190.00","450,260.10","450,260.10",Bienes Raíces,B5T0CW1,US75605Y1064,New York Stock Exchange Inc.
MCY,MERCURY GENERAL CORP,Equity,0.03,49.90,"8,932.00","445,706.80","445,706.80",Financieros,2578464,US5894001008,New York Stock Exchange Inc.
PRAA,PRA GROUP INC,Equity,0.02,26.97,"14,962.00","403,525.14","403,525.14",Financieros,BSHZ3P9,US69354N1063,NASDAQ
CNA,CNA FINANCIAL CORP,Equity,0.02,42.70,"8,925.00","381,097.50","381,097.50",Financieros,2204866,US1261171003,New York Stock Exchange Inc.
TFSL,TFS FINANCIAL CORP,Equity,0.02,16.34,"17,557.00","286,881.38","286,881.38",Financieros,B1W8J67,US87240R1077,NASDAQ
--,APARTMENT INVESTMENT DUMMY STOCK D,Equity,0.01,1.63,"55,999.00","91,278.37","91,278.37",Bienes Raíces,99B3F30,US037CON0212,NO MARKET (E.G. UNLISTED)
USD,USD CASH,Cash,-0.44,100.00,"-7,465,637.00","-7,465,637.00","-7,465,637.00",Efectivo y Derivados,--,--,--
