14-mar-2019,,,,,,,,,,,,,,,
iShares MSCI Japan ETF,,,,,,,,,,,,,,,
Inception Date,12-mar-1996,,,,,,,,,,,,,,
Fund Holdings as of,14-mar-2019,,,,,,,,,,,,,,
Total Net Assets,"USD 14,502,273,875.51",,,,,,,,,,,,,,
Number of Securities,323.00,,,,,,,,,,,,,,
Share,"268,200,000.00",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,SEDOL,ISIN,Bolsa de valores,País,Moneda,Mercado de divisas,Tipo de Cambio
6594,NIDEC CORP,Equity,0.82,116.63,"1,014,200.00","118,287,021.12","118,287,021.12",Industriales,6640682,JP3734800000,Tokyo Stock Exchange,Japón,USD,JPY,111.72
6981,MURATA MANUFACTURING LTD,Equity,0.82,145.81,"805,100.00","117,392,400.64","117,392,400.64",Tecnología de la Información,6610403,JP3914400001,Tokyo Stock Exchange,Japón,USD,JPY,111.72
4911,SHISEIDO LTD,Equity,0.81,68.52,"1,696,700.00","116,257,057.82","116,257,057.82",Productos básicos de consumo,6805265,JP3351600006,Tokyo Stock Exchange,Japón,USD,JPY,111.72
8031,MITSUI LTD,Equity,0.80,15.58,"7,330,800.00","114,240,268.53","114,240,268.53",Industriales,6597302,JP3893600001,Tokyo Stock Exchange,Japón,USD,JPY,111.72
7741,HOYA CORP,Equity,0.77,65.15,"1,706,000.00","111,137,379.16","111,137,379.16",Cuidado de la Salud,6441506,JP3837800006,Tokyo Stock Exchange,Japón,USD,JPY,111.72
8001,ITOCHU CORP,Equity,0.74,17.93,"5,900,400.00","105,786,799.14","105,786,799.14",Industriales,6467803,JP3143600009,Tokyo Stock Exchange,Japón,USD,JPY,111.72
5108,BRIDGESTONE CORP,Equity,0.72,38.17,"2,708,700.00","103,382,534.91","103,382,534.91",Consumo discrecional,6132101,JP3830800003,Tokyo Stock Exchange,Japón,USD,JPY,111.72
4568,DAIICHI SANKYO LTD,Equity,0.69,39.08,"2,526,069.00","98,718,378.57","98,718,378.57",Cuidado de la Salud,B0J7D91,JP3475350009,Tokyo Stock Exchange,Japón,USD,JPY,111.72
4661,ORIENTAL LAND LTD,Equity,0.68,109.51,"894,000.00","97,906,283.57","97,906,283.57",Consumo discrecional,6648891,JP3198900007,Tokyo Stock Exchange,Japón,USD,JPY,111.72
8801,MITSUI FUDOSAN LTD,Equity,0.68,24.60,"3,963,000.00","97,478,732.55","97,478,732.55",Bienes Raíces,6597603,JP3893200000,Tokyo Stock Exchange,Japón,USD,JPY,111.72
6301,KOMATSU LTD,Equity,0.67,23.51,"4,112,700.00","96,688,207.57","96,688,207.57",Industriales,6496584,JP3304200003,Tokyo Stock Exchange,Japón,USD,JPY,111.72
6503,MITSUBISHI ELECTRIC CORP,Equity,0.66,12.21,"7,799,500.00","95,259,736.39","95,259,736.39",Industriales,6597045,JP3902400005,Tokyo Stock Exchange,Japón,USD,JPY,111.72
6502,TOSHIBA CORP,Equity,0.65,32.00,"2,912,500.00","93,198,957.21","93,198,957.21",Industriales,6897217,JP3592200004,Tokyo Stock Exchange,Japón,USD,JPY,111.72
