26-Mar-2019,,,,,,,,,,,,,,,
iShares Expanded Tech Sector ETF,,,,,,,,,,,,,,,
Inception Date,"Mar 13, 2001",,,,,,,,,,,,,,
Fund Holdings as of,"Mar 26, 2019",,,,,,,,,,,,,,
Total Net Assets,"$1,581,615,971.58",,,,,,,,,,,,,,
Number of Securities (excluding cash and derivatives),292.00,,,,,,,,,,,,,,
Share,"7,700,000.00",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Country,Currency,Market Currency,FX Rate
OLED,UNIVERSAL DISPLAY CORP,Equity,0.09,156.04,"8,717.00","1,360,200.68","1,360,200.68",Information Technology,2277880,US91347P1057,NASDAQ,United States,USD,USD,1.00
OKTA,OKTA INC CLASS A,Equity,0.09,83.50,"16,152.00","1,348,692.00","1,348,692.00",Information Technology,BDFZSP1,US6792951054,NASDAQ,United States,USD,USD,1.00
ARW,ARROW ELECTRONICS INC,Equity,0.08,76.01,"17,460.00","1,327,134.60","1,327,134.60",Information Technology,2051404,US0427351004,New York Stock Exchange Inc.,United States,USD,USD,1.00
HUBS,HUBSPOT INC,Equity,0.08,167.69,"7,873.00","1,320,223.37","1,320,223.37",Information Technology,BR4T3B3,US4435731009,New York Stock Exchange Inc.,United States,USD,USD,1.00
XRX,XEROX CORP,Equity,0.08,32.03,"41,093.00","1,316,208.79","1,316,208.79",Information Technology,BYWTW73,US9841216081,New York Stock Exchange Inc.,United States,USD,USD,1.00
FLIR,FLIR SYSTEMS INC,Equity,0.08,46.94,"27,853.00","1,307,419.82","1,307,419.82",Information Technology,2344717,US3024451011,NASDAQ,United States,USD,USD,1.00
IDTI,INTEGRATED DEVICE TECHNOLOGY INC,Equity,0.08,48.98,"26,521.00","1,298,998.58","1,298,998.58",Information Technology,2462437,US4581181066,NASDAQ,United States,USD,USD,1.00
GRUB,GRUBHUB INC,Equity,0.08,67.25,"18,649.00","1,254,145.25","1,254,145.25",Consumer Discretionary,BKY7XF2,US4001101025,New York Stock Exchange Inc.,United States,USD,USD,1.00
SABR,SABRE CORP,Equity,0.08,21.25,"56,490.00","1,200,412.50","1,200,412.50",Information Technology,BLLHH27,US78573M1045,NASDAQ,United States,USD,USD,1.00
CREE,CREE INC,Equity,0.07,55.82,"21,151.00","1,180,648.82","1,180,648.82",Information Technology,2232351,US2254471012,NASDAQ,United States,USD,USD,1.00
MPWR,MONOLITHIC POWER SYSTEMS INC,Equity,0.07,140.26,"8,079.00","1,133,160.54","1,133,160.54",Information Technology,B01Z7J1,US6098391054,NASDAQ,United States,USD,USD,1.00
CY,CYPRESS SEMICONDUCTOR CORP,Equity,0.07,15.00,"74,816.00","1,122,240.00","1,122,240.00",Information Technology,2244549,US2328061096,NASDAQ,United States,USD,USD,1.00
VSM,VERSUM MATERIALS INC,Equity,0.07,49.93,"22,434.00","1,120,129.62","1,120,129.62",Information Technology,BD37KN1,US92532W1036,New York Stock Exchange Inc.,United States,USD,USD,1.00
CIEN,CIENA CORP,Equity,0.07,37.30,"29,654.00","1,106,094.20","1,106,094.20",Information Technology,B1FLZ21,US1717793095,New York Stock Exchange Inc.,United States,USD,USD,1.00
IPGP,IPG PHOTONICS CORP,Equity,0.07,148.28,"7,296.00","1,081,850.88","1,081,850.88",Information Technology,2698782,US44980X1090,NASDAQ,United States,USD,USD,1.00
G,GENPACT LTD,Equity,0.07,34.70,"31,157.00","1,081,147.90","1,081,147.90",Information Technology,B23DBK6,BMG3922B1072,New York Stock Exchange Inc.,United States,USD,USD,1.00
TRIP,TRIPADVISOR INC,Equity,0.07,50.92,"21,132.00","1,076,041.44","1,076,041.44",Communication,B6ZC3N6,US8969452015,NASDAQ,United States,USD,USD,1.00
TDC,TERADATA CORP,Equity,0.07,44.36,"24,118.00","1,069,874.48","1,069,874.48",Information Technology,B247H10,US88076W1036,New York Stock Exchange Inc.,United States,USD,USD,1.00
ARRS,ARRIS INTERNATIONAL PLC,Equity,0.07,31.61,"33,471.00","1,058,018.31","1,058,018.31",Information Technology,BZ04Y37,GB00BZ04Y379,NASDAQ,United States,USD,USD,1.00
NATI,NATIONAL INSTRUMENTS CORP,Equity,0.06,44.17,"23,111.00","1,020,812.87","1,020,812.87",Information Technology,2645078,US6365181022,NASDAQ,United States,USD,USD,1.00
MKSI,MKS INSTRUMENTS INC,Equity,0.06,89.26,"11,144.00","994,713.44","994,713.44",Information Technology,2404871,US55306N1046,NASDAQ,United States,USD,USD,1.00
COUP,COUPA SOFTWARE INC,Equity,0.06,91.40,"10,878.00","994,249.20","994,249.20",Information Technology,BD87XR1,US22266L1061,NASDAQ,United States,USD,USD,1.00
NUAN,NUANCE COMMUNICATIONS INC,Equity,0.06,16.89,"58,685.00","991,189.65","991,189.65",Information Technology,2402121,US67020Y1001,NASDAQ,United States,USD,USD,1.00
ENTG,ENTEGRIS INC,Equity,0.06,35.26,"27,745.00","978,288.70","978,288.70",Information Technology,2599700,US29362U1043,NASDAQ,United States,USD,USD,1.00
NEWR,NEW RELIC INC,Equity,0.06,100.91,"9,393.00","947,847.63","947,847.63",Information Technology,BT6T3N7,US64829B1008,New York Stock Exchange Inc.,United States,USD,USD,1.00
AVT,AVNET INC,Equity,0.06,42.12,"22,294.00","939,023.28","939,023.28",Information Technology,2066505,US0538071038,NASDAQ,United States,USD,USD,1.00
CACI,CACI INTERNATIONAL INC CLASS A,Equity,0.06,183.33,"5,112.00","937,182.96","937,182.96",Information Technology,2159267,US1271903049,New York Stock Exchange Inc.,United States,USD,USD,1.00
LFUS,LITTELFUSE INC,Equity,0.06,183.94,"5,080.00","934,415.20","934,415.20",Information Technology,2531832,US5370081045,NASDAQ,United States,USD,USD,1.00
MMS,MAXIMUS INC,Equity,0.06,70.74,"13,118.00","927,967.32","927,967.32",Information Technology,2018669,US5779331041,New York Stock Exchange Inc.,United States,USD,USD,1.00
RP,REALPAGE INC,Equity,0.06,61.26,"14,931.00","914,673.06","914,673.06",Information Technology,B4W2S29,US75606N1090,NASDAQ,United States,USD,USD,1.00
ZNGA,ZYNGA INC CLASS A,Equity,0.06,5.33,"171,164.00","912,304.12","912,304.12",Communication,B79PX49,US98986T1088,NASDAQ,United States,USD,USD,1.00
VSAT,VIASAT INC,Equity,0.06,77.15,"11,619.00","896,405.85","896,405.85",Information Technology,2946243,US92552V1008,NASDAQ,United States,USD,USD,1.00
BB,BLACKBERRY LTD,Equity,0.06,8.82,"100,566.00","886,992.12","886,992.12",Information Technology,BCBHZ42,CA09228F1036,New York Stock Exchange Inc.,Canada,USD,USD,1.00
LOGM,LOGMEIN INC,Equity,0.05,81.38,"10,453.00","850,665.14","850,665.14",Information Technology,B600J15,US54142L1098,NASDAQ,United States,USD,USD,1.00
MDB,MONGODB INC CLASS A,Equity,0.05,150.29,"5,615.00","843,878.35","843,878.35",Information Technology,BF2FJ99,US60937P1066,NASDAQ,United States,USD,USD,1.00
Z,ZILLOW GROUP INC CLASS C,Equity,0.05,35.43,"23,809.00","843,552.87","843,552.87",Communication,BYXJF62,US98954M2008,NASDAQ,United States,USD,USD,1.00
LITE,LUMENTUM HOLDINGS INC,Equity,0.05,53.41,"15,646.00","835,652.86","835,652.86",Information Technology,BYM9ZP2,US55024U1097,NASDAQ,United States,USD,USD,1.00
DLB,DOLBY LABORATORIES INC CLASS A,Equity,0.05,63.20,"13,110.00","828,552.00","828,552.00",Information Technology,B04NJM9,US25659T1079,New York Stock Exchange Inc.,United States,USD,USD,1.00
COMM,COMMSCOPE HOLDING INC,Equity,0.05,21.07,"39,170.00","825,311.90","825,311.90",Information Technology,BFRBX34,US20337X1090,NASDAQ,United States,USD,USD,1.00
JCOM,J2 GLOBAL INC,Equity,0.05,85.73,"9,523.00","816,406.79","816,406.79",Information Technology,B75DGJ3,US48123V1026,NASDAQ,United States,USD,USD,1.00
TWOU,2U INC,Equity,0.05,68.25,"11,910.00","812,857.50","812,857.50",Information Technology,BKWBZZ0,US90214J1016,NASDAQ,United States,USD,USD,1.00
SNX,SYNNEX CORP,Equity,0.05,92.04,"8,530.00","785,101.20","785,101.20",Information Technology,2002554,US87162W1009,New York Stock Exchange Inc.,United States,USD,USD,1.00
FSLR,FIRST SOLAR INC,Equity,0.05,50.92,"15,369.00","782,589.48","782,589.48",Information Technology,B1HMF22,US3364331070,NASDAQ,United States,USD,USD,1.00
RAMP,LIVERAMP HOLDINGS INC,Equity,0.05,55.58,"13,932.00","774,340.56","774,340.56",Information Technology,BGLN838,US53815P1084,New York Stock Exchange Inc.,United States,USD,USD,1.00
JBL,JABIL INC,Equity,0.05,26.66,"28,948.00","771,753.68","771,753.68",Information Technology,2471789,US4663131039,New York Stock Exchange Inc.,United States,USD,USD,1.00
BLKB,BLACKBAUD INC,Equity,0.05,77.98,"9,883.00","770,676.34","770,676.34",Information Technology,2458878,US09227Q1004,NASDAQ,United States,USD,USD,1.00
ACIW,ACI WORLDWIDE INC,Equity,0.05,32.62,"23,591.00","769,538.42","769,538.42",Information Technology,2889155,US0044981019,NASDAQ,United States,USD,USD,1.00
SAIC,SCIENCE APPLICATIONS INTERNATIONAL,Equity,0.05,73.85,"10,417.00","769,295.45","769,295.45",Information Technology,BDTZZG7,US8086251076,New York Stock Exchange Inc.,United States,USD,USD,1.00
TECD,TECH DATA CORP,Equity,0.05,98.79,"7,673.00","758,015.67","758,015.67",Information Technology,2879532,US8782371061,NASDAQ,United States,USD,USD,1.00
PSTG,PURE STORAGE INC CLASS A,Equity,0.05,21.10,"35,235.00","743,458.50","743,458.50",Information Technology,BYZ62T3,US74624M1027,New York Stock Exchange Inc.,United States,USD,USD,1.00
MANH,MANHATTAN ASSOCIATES INC,Equity,0.05,55.19,"13,368.00","737,779.92","737,779.92",Information Technology,2239471,US5627501092,NASDAQ,United States,USD,USD,1.00
SLAB,SILICON LABORATORIES INC,Equity,0.05,81.33,"8,837.00","718,713.21","718,713.21",Information Technology,2568131,US8269191024,NASDAQ,United States,USD,USD,1.00
SMTC,SEMTECH CORP,Equity,0.04,52.73,"13,435.00","708,427.55","708,427.55",Information Technology,2795542,US8168501018,NASDAQ,United States,USD,USD,1.00
ELLI,ELLIE MAE INC,Equity,0.04,98.62,"7,155.00","705,626.10","705,626.10",Information Technology,B532X75,US28849P1003,New York Stock Exchange Inc.,United States,USD,USD,1.00
VRNT,VERINT SYSTEMS INC,Equity,0.04,51.70,"13,329.00","689,109.30","689,109.30",Information Technology,2849193,US92343X1000,NASDAQ,United States,USD,USD,1.00
COHR,COHERENT INC,Equity,0.04,136.56,"5,041.00","688,398.96","688,398.96",Information Technology,2208374,US1924791031,NASDAQ,United States,USD,USD,1.00
FEYE,FIREEYE INC,Equity,0.04,16.66,"40,362.00","672,430.92","672,430.92",Information Technology,BD4R405,US31816Q1013,NASDAQ,United States,USD,USD,1.00
FIVN,FIVE9 INC,Equity,0.04,54.00,"12,085.00","652,590.00","652,590.00",Information Technology,BKY7X18,US3383071012,NASDAQ,United States,USD,USD,1.00
CCMP,CABOT MICROELECTRONICS CORP,Equity,0.04,108.64,"5,990.00","650,753.60","650,753.60",Information Technology,2572381,US12709P1030,NASDAQ,United States,USD,USD,1.00
NCR,NCR CORP,Equity,0.04,26.44,"24,553.00","649,181.32","649,181.32",Information Technology,2632650,US62886E1082,New York Stock Exchange Inc.,United States,USD,USD,1.00
ENV,ENVESTNET INC,Equity,0.04,64.60,"9,888.00","638,764.80","638,764.80",Information Technology,B474ZK7,US29404K1060,New York Stock Exchange Inc.,United States,USD,USD,1.00
NTNX,NUTANIX INC CLASS A,Equity,0.04,40.13,"15,903.00","638,187.39","638,187.39",Information Technology,BYQBFT8,US67059N1081,NASDAQ,United States,USD,USD,1.00
MTCH,MATCH GROUP INC,Equity,0.04,56.98,"10,832.00","617,207.36","617,207.36",Communication,BYT5JW8,US57665R1068,NASDAQ,United States,USD,USD,1.00
PRSP,PERSPECTA INC,Equity,0.04,20.95,"28,894.00","605,329.30","605,329.30",Information Technology,BZ5YFM8,US7153471005,New York Stock Exchange Inc.,United States,USD,USD,1.00
CLGX,CORELOGIC INC,Equity,0.04,36.45,"16,403.00","597,889.35","597,889.35",Information Technology,B5541Y2,US21871D1037,New York Stock Exchange Inc.,United States,USD,USD,1.00
ROG,ROGERS CORP,Equity,0.04,155.58,"3,816.00","593,693.28","593,693.28",Information Technology,2746700,US7751331015,New York Stock Exchange Inc.,United States,USD,USD,1.00
CSOD,CORNERSTONE ONDEMAND INC,Equity,0.04,54.77,"10,816.00","592,392.32","592,392.32",Information Technology,B404719,US21925Y1038,NASDAQ,United States,USD,USD,1.00
QLYS,QUALYS INC,Equity,0.04,83.49,"6,951.00","580,338.99","580,338.99",Information Technology,B7XJTN8,US74758T3032,NASDAQ,United States,USD,USD,1.00
PCTY,PAYLOCITY HOLDING CORP,Equity,0.04,88.33,"6,568.00","580,151.44","580,151.44",Information Technology,BKM4N88,US70438V1061,NASDAQ,United States,USD,USD,1.00
VIAV,VIAVI SOLUTIONS INC,Equity,0.04,12.18,"47,231.00","575,273.58","575,273.58",Information Technology,BYXB201,US9255501051,NASDAQ,United States,USD,USD,1.00
NOVT,NOVANTA INC,Equity,0.04,84.65,"6,746.00","571,048.90","571,048.90",Information Technology,BD8S5H8,CA67000B1040,NASDAQ,United States,USD,USD,1.00
UBNT,UBIQUITI NETWORKS INC,Equity,0.04,145.16,"3,916.00","568,446.56","568,446.56",Information Technology,B76VD62,US90347A1007,NASDAQ,United States,USD,USD,1.00
FNSR,FINISAR CORP,Equity,0.04,23.28,"24,324.00","566,262.72","566,262.72",Information Technology,2517832,US31787A5074,NASDAQ,United States,USD,USD,1.00
BOX,BOX INC CLASS A,Equity,0.04,19.21,"29,412.00","565,004.52","565,004.52",Information Technology,BVB3BV2,US10316T1043,New York Stock Exchange Inc.,United States,USD,USD,1.00
DSGX,DESCARTES SYSTEMS GROUP INC,Equity,0.04,34.89,"15,974.00","557,332.86","557,332.86",Information Technology,2528834,CA2499061083,NASDAQ,Canada,USD,USD,1.00
YELP,YELP INC,Equity,0.03,34.88,"15,490.00","540,291.20","540,291.20",Communication,B7KCD72,US9858171054,New York Stock Exchange Inc.,United States,USD,USD,1.00
CNDT,CONDUENT INC,Equity,0.03,13.96,"38,123.00","532,197.08","532,197.08",Information Technology,BYWLRV8,US2067871036,New York Stock Exchange Inc.,United States,USD,USD,1.00
QTWO,Q2 HOLDINGS INC,Equity,0.03,69.59,"7,558.00","525,961.22","525,961.22",Information Technology,BKM4KV0,US74736L1098,New York Stock Exchange Inc.,United States,USD,USD,1.00
CRUS,CIRRUS LOGIC INC,Equity,0.03,42.52,"12,160.00","517,043.20","517,043.20",Information Technology,2197308,US1727551004,NASDAQ,United States,USD,USD,1.00
CVLT,COMMVAULT SYSTEMS INC,Equity,0.03,64.85,"7,927.00","514,065.95","514,065.95",Information Technology,B142B38,US2041661024,NASDAQ,United States,USD,USD,1.00
VSH,VISHAY INTERTECHNOLOGY INC,Equity,0.03,18.89,"27,021.00","510,426.69","510,426.69",Information Technology,2930149,US9282981086,New York Stock Exchange Inc.,United States,USD,USD,1.00
AYX,ALTERYX INC CLASS A,Equity,0.03,81.48,"6,256.00","509,738.88","509,738.88",Information Technology,BYWMQJ2,US02156B1035,New York Stock Exchange Inc.,United States,USD,USD,1.00
CLDR,CLOUDERA INC,Equity,0.03,10.95,"45,232.00","495,290.40","495,290.40",Information Technology,BYQHPY1,US18914U1007,New York Stock Exchange Inc.,United States,USD,USD,1.00
PEGA,PEGASYSTEMS INC,Equity,0.03,64.62,"7,617.00","492,210.54","492,210.54",Information Technology,2675860,US7055731035,NASDAQ,United States,USD,USD,1.00
LEXEA,LIBERTY EXPEDIA HOLDINGS INC SERIE,Equity,0.03,43.82,"11,229.00","492,054.78","492,054.78",Consumer Discretionary,BD8R2H4,US53046P1093,NASDAQ,United States,USD,USD,1.00
IIVI,II VI INC,Equity,0.03,37.14,"12,218.00","453,776.52","453,776.52",Information Technology,2452698,US9021041085,NASDAQ,United States,USD,USD,1.00
ALRM,ALARM.COM HOLDINGS INC,Equity,0.03,62.72,"7,225.00","453,152.00","453,152.00",Information Technology,BYN7H26,US0116421050,NASDAQ,United States,USD,USD,1.00
BL,BLACKLINE INC,Equity,0.03,46.81,"9,550.00","447,035.50","447,035.50",Information Technology,BD3WZS6,US09239B1098,NASDAQ,United States,USD,USD,1.00
EVBG,EVERBRIDGE INC,Equity,0.03,73.87,"5,939.00","438,713.93","438,713.93",Information Technology,BYY5ZB4,US29978A1043,NASDAQ,United States,USD,USD,1.00
IDCC,INTERDIGITAL INC,Equity,0.03,65.30,"6,706.00","437,901.80","437,901.80",Information Technology,2465737,US45867G1013,NASDAQ,United States,USD,USD,1.00
BDC,BELDEN INC,Equity,0.03,53.67,"8,100.00","434,727.00","434,727.00",Information Technology,B01WL78,US0774541066,New York Stock Exchange Inc.,United States,USD,USD,1.00
RPD,RAPID7 INC,Equity,0.03,51.60,"8,288.00","427,660.80","427,660.80",Information Technology,BZ22CY6,US7534221046,NASDAQ,United States,USD,USD,1.00
EXLS,EXLSERVICE HOLDINGS INC,Equity,0.03,60.06,"7,072.00","424,744.32","424,744.32",Information Technology,B07LST0,US3020811044,NASDAQ,United States,USD,USD,1.00
BRKS,BROOKS AUTOMATION INC,Equity,0.03,29.18,"14,497.00","423,022.46","423,022.46",Information Technology,2145460,US1143401024,NASDAQ,United States,USD,USD,1.00
DBX,DROPBOX INC CLASS A,Equity,0.03,21.96,"19,199.00","421,610.04","421,610.04",Information Technology,BG0T321,US26210C1045,NASDAQ,United States,USD,USD,1.00
TVPT,TRAVELPORT WORLDWIDE LTD,Equity,0.03,15.72,"26,611.00","418,324.92","418,324.92",Information Technology,BQV0M37,BMG9019D1048,New York Stock Exchange Inc.,United States,USD,USD,1.00
SANM,SANMINA CORP,Equity,0.03,29.01,"14,226.00","412,696.26","412,696.26",Information Technology,B92RRW2,US8010561020,NASDAQ,United States,USD,USD,1.00
POWI,POWER INTEGRATIONS INC,Equity,0.03,70.07,"5,879.00","411,941.53","411,941.53",Information Technology,2133045,US7392761034,NASDAQ,United States,USD,USD,1.00
EGHT,8X8 INC,Equity,0.03,20.59,"19,611.00","403,790.49","403,790.49",Information Technology,2037170,US2829141009,New York Stock Exchange Inc.,United States,USD,USD,1.00
FN,FABRINET,Equity,0.03,52.01,"7,653.00","398,032.53","398,032.53",Information Technology,B4JSZL8,KYG3323L1005,New York Stock Exchange Inc.,United States,USD,USD,1.00
NSIT,INSIGHT ENTERPRISES INC,Equity,0.03,55.57,"7,135.00","396,491.95","396,491.95",Information Technology,2475060,US45765U1034,NASDAQ,United States,USD,USD,1.00
SPSC,SPS COMMERCE INC,Equity,0.02,107.12,"3,671.00","393,237.52","393,237.52",Information Technology,B57VWJ3,US78463M1071,NASDAQ,United States,USD,USD,1.00
NTCT,NETSCOUT SYSTEMS INC,Equity,0.02,27.23,"14,402.00","392,166.46","392,166.46",Information Technology,2447285,US64115T1043,NASDAQ,United States,USD,USD,1.00
IPHI,INPHI CORP,Equity,0.02,44.07,"8,882.00","391,429.74","391,429.74",Information Technology,B5TRVW5,US45772F1075,New York Stock Exchange Inc.,United States,USD,USD,1.00
PLXS,PLEXUS CORP,Equity,0.02,60.58,"6,356.00","385,046.48","385,046.48",Information Technology,2692160,US7291321005,NASDAQ,United States,USD,USD,1.00
SAIL,SAILPOINT TECHNOLOGIES HOLDINGS IN,Equity,0.02,28.75,"13,166.00","378,522.50","378,522.50",Information Technology,BD390V5,US78781P1057,New York Stock Exchange Inc.,United States,USD,USD,1.00
AVYA,AVAYA HOLDINGS CORP,Equity,0.02,17.75,"21,185.00","376,033.75","376,033.75",Information Technology,BD9G9B3,US05351X1019,New York Stock Exchange Inc.,United States,USD,USD,1.00
CDAY,CERIDIAN HCM HOLDING INC,Equity,0.02,50.14,"7,461.00","374,094.54","374,094.54",Information Technology,BFX1V56,US15677J1088,New York Stock Exchange Inc.,United States,USD,USD,1.00
AEIS,ADVANCED ENERGY INDUSTRIES INC,Equity,0.02,48.18,"7,760.00","373,876.80","373,876.80",Information Technology,2049175,US0079731008,NASDAQ,United States,USD,USD,1.00
VRNS,VARONIS SYSTEMS INC,Equity,0.02,61.52,"6,066.00","373,180.32","373,180.32",Information Technology,BJZ2ZR5,US9222801022,NASDAQ,United States,USD,USD,1.00
PS,PLURALSIGHT INC CLASS A,Equity,0.02,31.69,"11,656.00","369,378.64","369,378.64",Information Technology,BFZCT75,US72941B1061,NASDAQ,United States,USD,USD,1.00
EPAY,BOTTOMLINE TECHNOLOGIES INC,Equity,0.02,48.41,"7,597.00","367,770.77","367,770.77",Information Technology,2389558,US1013881065,NASDAQ,United States,USD,USD,1.00
SATS,ECHOSTAR CORP CLASS A,Equity,0.02,36.07,"9,674.00","348,941.18","348,941.18",Information Technology,B2NC471,US2787681061,NASDAQ,United States,USD,USD,1.00
ZG,ZILLOW GROUP INC CLASS A,Equity,0.02,34.85,"10,013.00","348,953.05","348,953.05",Communication,BVYJBR3,US98954M1018,NASDAQ,United States,USD,USD,1.00
PRGS,PROGRESS SOFTWARE CORP,Equity,0.02,37.13,"9,285.00","344,752.05","344,752.05",Information Technology,2705198,US7433121008,NASDAQ,United States,USD,USD,1.00
EVTC,EVERTEC INC,Equity,0.02,27.93,"12,269.00","342,673.17","342,673.17",Information Technology,B7KY3Z6,PR30040P1032,New York Stock Exchange Inc.,United States,USD,USD,1.00
BMI,BADGER METER INC,Equity,0.02,55.58,"6,051.00","336,314.58","336,314.58",Information Technology,2069128,US0565251081,New York Stock Exchange Inc.,United States,USD,USD,1.00
SEDG,SOLAREDGE TECHNOLOGIES INC,Equity,0.02,36.68,"9,132.00","334,961.76","334,961.76",Information Technology,BWC52Q6,US83417M1045,NASDAQ,United States,USD,USD,1.00
ACIA,ACACIA COMMUNICATIONS INC,Equity,0.02,56.15,"5,892.00","330,835.80","330,835.80",Information Technology,BYXPCC5,US00401C1080,NASDAQ,United States,USD,USD,1.00
AXE,ANIXTER INTERNATIONAL INC,Equity,0.02,54.97,"5,954.00","327,291.38","327,291.38",Information Technology,2468844,US0352901054,New York Stock Exchange Inc.,United States,USD,USD,1.00
ITRI,ITRON INC,Equity,0.02,46.73,"6,884.00","321,689.32","321,689.32",Information Technology,2471949,US4657411066,NASDAQ,United States,USD,USD,1.00
KN,KNOWLES CORP,Equity,0.02,16.76,"18,835.00","315,674.60","315,674.60",Information Technology,BJTD9L6,US49926D1090,New York Stock Exchange Inc.,United States,USD,USD,1.00
MXL,MAXLINEAR INC,Equity,0.02,24.80,"12,672.00","314,265.60","314,265.60",Information Technology,B3RDWC8,US57776J1007,New York Stock Exchange Inc.,United States,USD,USD,1.00
KLIC,KULICKE AND SOFFA INDUSTRIES INC,Equity,0.02,22.04,"13,591.00","299,545.64","299,545.64",Information Technology,2498001,US5012421013,NASDAQ,United States,USD,USD,1.00
PLT,PLANTRONICS INC,Equity,0.02,45.00,"6,648.00","299,160.00","299,160.00",Information Technology,2692030,US7274931085,New York Stock Exchange Inc.,United States,USD,USD,1.00
VRTU,VIRTUSA CORP,Equity,0.02,53.25,"5,614.00","298,945.50","298,945.50",Information Technology,B1YWRN0,US92827P1021,NASDAQ,United States,USD,USD,1.00
DIOD,DIODES INC,Equity,0.02,35.13,"8,393.00","294,846.09","294,846.09",Information Technology,2270500,US2545431015,NASDAQ,United States,USD,USD,1.00
OSIS,OSI SYSTEMS INC,Equity,0.02,85.76,"3,432.00","294,328.32","294,328.32",Information Technology,2111579,US6710441055,NASDAQ,United States,USD,USD,1.00
INST,INSTRUCTURE INC,Equity,0.02,45.83,"6,391.00","292,899.53","292,899.53",Information Technology,BYZGBP2,US45781U1034,New York Stock Exchange Inc.,United States,USD,USD,1.00
GRPN,GROUPON INC,Equity,0.02,3.42,"84,730.00","289,776.60","289,776.60",Consumer Discretionary,B77D163,US3994731079,NASDAQ,United States,USD,USD,1.00
MANT,MANTECH INTERNATIONAL CORP CLASS A,Equity,0.02,53.07,"5,425.00","287,904.75","287,904.75",Information Technology,2825308,US5645631046,NASDAQ,United States,USD,USD,1.00
CARS,CARS.COM INC,Equity,0.02,22.53,"12,616.00","284,238.48","284,238.48",Communication,BYXHTC0,US14575E1055,New York Stock Exchange Inc.,United States,USD,USD,1.00
CSGS,CSG SYSTEMS INTERNATIONAL INC,Equity,0.02,41.23,"6,851.00","282,466.73","282,466.73",Information Technology,2210885,US1263491094,NASDAQ,United States,USD,USD,1.00
STMP,STAMPS.COM INC,Equity,0.02,83.40,"3,368.00","280,891.20","280,891.20",Consumer Discretionary,B013D75,US8528572006,NASDAQ,United States,USD,USD,1.00
SFLY,SHUTTERFLY INC,Equity,0.02,39.77,"6,957.00","276,679.89","276,679.89",Consumer Discretionary,B188HK1,US82568P3047,NASDAQ,United States,USD,USD,1.00
CARG,CARGURUS INC CLASS A,Equity,0.02,38.99,"6,872.00","267,939.28","267,939.28",Communication,BF5D6S8,US1417881091,NASDAQ,United States,USD,USD,1.00
YEXT,YEXT INC,Equity,0.02,21.17,"12,448.00","263,524.16","263,524.16",Information Technology,BD8ZJW2,US98585N1063,New York Stock Exchange Inc.,United States,USD,USD,1.00
CATM,CARDTRONICS PLC CLASS A,Equity,0.02,33.94,"7,749.00","263,001.06","263,001.06",Information Technology,BYT1841,GB00BYT18414,NASDAQ,United States,USD,USD,1.00
BNFT,BENEFITFOCUS INC,Equity,0.02,47.83,"5,332.00","255,029.56","255,029.56",Information Technology,BDFN1P6,US08180D1063,NASDAQ,United States,USD,USD,1.00
DDD,3D SYSTEMS CORP,Equity,0.02,10.77,"23,591.00","254,075.07","254,075.07",Information Technology,2889768,US88554D2053,New York Stock Exchange Inc.,United States,USD,USD,1.00
SYNA,SYNAPTICS INC,Equity,0.02,35.31,"7,068.00","249,571.08","249,571.08",Information Technology,2839268,US87157D1090,NASDAQ,United States,USD,USD,1.00
MSTR,MICROSTRATEGY INC CLASS A,Equity,0.02,145.65,"1,695.00","246,876.75","246,876.75",Information Technology,2974329,US5949724083,NASDAQ,United States,USD,USD,1.00
FIT,FITBIT INC CLASS A,Equity,0.02,5.80,"42,207.00","244,800.60","244,800.60",Information Technology,BYY5DC1,US33812L1026,New York Stock Exchange Inc.,United States,USD,USD,1.00
TIVO,TIVO CORP,Equity,0.01,9.19,"25,256.00","232,102.64","232,102.64",Information Technology,BD8FFY6,US88870P1066,NASDAQ,United States,USD,USD,1.00
RMBS,RAMBUS INC,Equity,0.01,10.39,"22,253.00","231,208.67","231,208.67",Information Technology,2721967,US7509171069,NASDAQ,United States,USD,USD,1.00
AMKR,AMKOR TECHNOLOGY INC,Equity,0.01,8.64,"26,732.00","230,964.48","230,964.48",Information Technology,2242929,US0316521006,NASDAQ,United States,USD,USD,1.00
SYKE,SYKES ENTERPRISES INC,Equity,0.01,28.22,"8,178.00","230,783.16","230,783.16",Information Technology,2860536,US8712371033,NASDAQ,United States,USD,USD,1.00
GTT,GTT COMMUNICATIONS INC,Equity,0.01,33.50,"6,860.00","229,810.00","229,810.00",Information Technology,BHB2F53,US3623931009,New York Stock Exchange Inc.,United States,USD,USD,1.00
EFII,ELECTRONICS FOR IMAGING INC,Equity,0.01,26.03,"8,768.00","228,231.04","228,231.04",Information Technology,2310202,US2860821022,NASDAQ,United States,USD,USD,1.00
EGOV,NIC INC,Equity,0.01,17.10,"13,225.00","226,147.50","226,147.50",Information Technology,2438126,US62914B1008,NASDAQ,United States,USD,USD,1.00
TTMI,TTM TECHNOLOGIES INC,Equity,0.01,11.76,"19,001.00","223,451.76","223,451.76",Information Technology,2635659,US87305R1095,NASDAQ,United States,USD,USD,1.00
