As Of,Index Level,NAV per Share,Ex-Dividends,Shares Outstanding
25-Oct-13,518.57,77.93,--,9500000.00
24-Oct-13,518.62,77.94,--,9500000.00
23-Oct-13,516.57,77.63,--,9450000.00
22-Oct-13,519.24,78.04,--,9400000.00
21-Oct-13,512.64,77.05,--,10500000.00
18-Oct-13,512.1,76.97,--,10650000.00
17-Oct-13,510.45,76.72,--,10400000.00
16-Oct-13,503.81,75.73,--,10000000.00
15-Oct-13,498.96,75,--,10000000.00
14-Oct-13,501.14,75.33,--,10000000.00
11-Oct-13,499.24,75.05,--,9900000.00
10-Oct-13,496.03,74.57,--,10000000.00
9-Oct-13,485.76,73.03,--,9850000.00
8-Oct-13,484.76,72.88,--,9950000.00
7-Oct-13,492.95,74.11,--,9650000.00
4-Oct-13,498.47,74.94,--,9450000.00
3-Oct-13,491.42,73.88,--,9400000.00
2-Oct-13,495.34,74.47,--,9250000.00
1-Oct-13,494.02,74.27,--,8750000.00
30-Sep-13,491.58,73.91,--,8750000.00
27-Sep-13,493.03,74.13,--,8650000.00
26-Sep-13,498.45,74.94,--,8650000.00
25-Sep-13,494.98,74.42,--,8650000.00
24-Sep-13,493.93,74.27,0.27,8600000.00
23-Sep-13,494.39,74.6,--,8600000.00
20-Sep-13,497.51,75.08,--,8450000.00
19-Sep-13,504.33,76.1,--,8350000.00
18-Sep-13,505.49,76.28,--,8250000.00
17-Sep-13,494.78,74.67,--,8250000.00
16-Sep-13,494.53,74.63,--,8050000.00
13-Sep-13,489.92,73.94,--,8050000.00
12-Sep-13,486.91,73.49,--,8050000.00
11-Sep-13,492.11,74.27,--,7950000.00
10-Sep-13,488.83,73.78,--,7950000.00
9-Sep-13,484.69,73.16,--,7950000.00
6-Sep-13,477.37,72.06,--,7800000.00
5-Sep-13,477.93,72.14,--,8050000.00
4-Sep-13,476.37,71.91,--,8050000.00
3-Sep-13,472.2,71.28,--,7950000.00
30-Aug-13,469.68,70.91,--,8000000.00
29-Aug-13,470.88,71.09,--,8000000.00
28-Aug-13,469.89,70.94,--,8000000.00
27-Aug-13,470.89,71.09,--,8000000.00
26-Aug-13,480.23,72.5,--,7700000.00
23-Aug-13,479.97,72.46,--,7700000.00
22-Aug-13,475.62,71.81,--,7700000.00
21-Aug-13,469.34,70.86,--,7700000.00
20-Aug-13,473.08,71.43,--,7700000.00
19-Aug-13,469.72,70.92,--,7650000.00
16-Aug-13,474.39,71.63,--,7650000.00
15-Aug-13,478.36,72.23,--,7650000.00
14-Aug-13,481.92,72.76,--,7650000.00
