As Of,Index Level,NAV per Share,Ex-Dividends,Shares Outstanding
30-Dec-03,286.34,48.92,--,3650000.00
29-Dec-03,287.03,49.04,--,3650000.00
26-Dec-03,283.88,48.51,--,3650000.00
24-Dec-03,283.88,48.5,--,3650000.00
23-Dec-03,285.1,48.71,--,3500000.00
22-Dec-03,284.24,48.58,--,3500000.00
19-Dec-03,282.35,48.24,--,3500000.00
18-Dec-03,282.17,48.22,--,3350000.00
17-Dec-03,279.25,47.72,--,3350000.00
16-Dec-03,278.93,47.67,--,3350000.00
15-Dec-03,276.74,47.28,--,3350000.00
12-Dec-03,277.6,47.44,0.16,3350000.00
11-Dec-03,277.2,47.52,--,3350000.00
10-Dec-03,272.15,46.66,--,3350000.00
9-Dec-03,272.56,46.73,--,3250000.00
8-Dec-03,272.94,46.79,--,3250000.00
5-Dec-03,270.88,46.44,--,3250000.00
4-Dec-03,272.46,46.71,--,3250000.00
3-Dec-03,271.92,46.6,--,3250000.00
2-Dec-03,271.52,46.51,--,3250000.00
1-Dec-03,271.56,46.54,--,3250000.00
28-Nov-03,267.8,45.9,--,3250000.00
26-Nov-03,267.69,45.87,--,3250000.00
25-Nov-03,267.01,45.75,--,3250000.00
24-Nov-03,265.27,45.44,--,3250000.00
21-Nov-03,261.41,44.79,--,3250000.00
20-Nov-03,262.16,44.91,--,3250000.00
19-Nov-03,264.04,45.23,--,3250000.00
18-Nov-03,260.64,44.66,--,3250000.00
17-Nov-03,261.3,44.81,--,3250000.00
14-Nov-03,263.05,45.11,--,3250000.00
13-Nov-03,266.23,45.65,--,3250000.00
12-Nov-03,266.76,45.73,--,3250000.00
11-Nov-03,262.28,44.97,--,3250000.00
10-Nov-03,263.02,45.09,--,3250000.00
7-Nov-03,265.15,45.45,--,3250000.00
6-Nov-03,265.66,45.54,--,3250000.00
5-Nov-03,263.83,45.22,--,3250000.00
4-Nov-03,264.35,45.31,--,3250000.00
3-Nov-03,264.04,45.24,--,3250000.00
31-Oct-03,262.53,44.99,--,3250000.00
30-Oct-03,261.97,44.89,--,3250000.00
29-Oct-03,260.33,44.6,--,3250000.00
28-Oct-03,258.15,44.23,--,3250000.00
27-Oct-03,254.72,43.66,--,3250000.00
24-Oct-03,254.23,43.58,--,3250000.00
23-Oct-03,254.56,43.63,--,3250000.00
22-Oct-03,254.57,43.64,--,3250000.00
21-Oct-03,258.33,44.29,--,3250000.00
20-Oct-03,258.72,44.37,--,3250000.00
17-Oct-03,257.5,44.16,--,3250000.00
16-Oct-03,260.27,44.62,--,3250000.00
15-Oct-03,260.16,44.62,--,3250000.00
14-Oct-03,260.84,44.73,--,3250000.00
13-Oct-03,259.45,44.51,--,3250000.00
10-Oct-03,258.33,44.3,--,3250000.00
9-Oct-03,260.07,44.57,--,3250000.00
8-Oct-03,258.64,44.31,--,3250000.00
7-Oct-03,260.31,44.58,--,3250000.00
6-Oct-03,259.39,44.42,--,3250000.00
3-Oct-03,258.9,44.34,--,3250000.00
2-Oct-03,255.93,43.82,--,3250000.00
1-Oct-03,255.08,43.68,--,3250000.00
30-Sep-03,249.36,42.7,--,3250000.00
29-Sep-03,252.63,43.26,--,3250000.00
26-Sep-03,249.82,42.8,--,3250000.00
25-Sep-03,252.32,43.2,--,3250000.00
24-Sep-03,255.04,43.67,--,3250000.00
23-Sep-03,260.54,44.61,--,3250000.00
22-Sep-03,259.75,44.48,--,3150000.00
19-Sep-03,263.44,45.1,--,3150000.00
18-Sep-03,263.76,45.14,--,3250000.00
17-Sep-03,260.71,44.62,--,3250000.00
16-Sep-03,262.08,44.86,--,3250000.00
15-Sep-03,257.71,44.11,--,3250000.00
12-Sep-03,258.32,44.22,0.07,3250000.00
11-Sep-03,258.12,44.26,--,3250000.00
10-Sep-03,256.36,43.96,--,3250000.00
9-Sep-03,260.46,44.68,--,3250000.00
8-Sep-03,263.21,45.15,--,3050000.00
5-Sep-03,261.03,44.79,--,3050000.00
4-Sep-03,263.42,45.19,--,3050000.00
3-Sep-03,263.2,45.17,--,3050000.00
2-Sep-03,261.06,44.82,--,3050000.00
29-Aug-03,257.15,44.17,--,3050000.00
28-Aug-03,255.9,43.95,--,2900000.00
27-Aug-03,254.68,43.73,--,2900000.00
26-Aug-03,254.31,43.66,--,2900000.00
25-Aug-03,253.79,43.57,--,2900000.00
22-Aug-03,255.12,43.81,--,2900000.00
21-Aug-03,257.51,44.22,--,2900000.00
20-Aug-03,254.36,43.69,--,2900000.00
19-Aug-03,255.8,43.93,--,2400000.00
18-Aug-03,253.8,43.58,--,2400000.00
15-Aug-03,249.02,42.78,--,2400000.00
14-Aug-03,247.92,42.6,--,2400000.00
13-Aug-03,245.06,42.12,--,2400000.00
12-Aug-03,245.16,42.13,--,2400000.00
11-Aug-03,242.39,41.64,--,2400000.00
8-Aug-03,241,41.41,--,2400000.00
7-Aug-03,239.92,41.21,--,2200000.00
6-Aug-03,238.41,40.97,--,2200000.00
5-Aug-03,239.59,41.17,--,2200000.00
4-Aug-03,243.85,41.91,--,2200000.00
1-Aug-03,243.71,41.87,--,2200000.00
31-Jul-03,244.79,42.07,--,2200000.00
30-Jul-03,242.48,41.67,--,2200000.00
29-Jul-03,242.73,41.71,--,2200000.00
28-Jul-03,245.03,42.11,--,2200000.00
25-Jul-03,244.74,42.07,--,2200000.00
24-Jul-03,239.74,41.22,--,2200000.00
23-Jul-03,240.68,41.39,--,2200000.00
22-Jul-03,240.09,41.28,--,2100000.00
21-Jul-03,237.5,40.84,--,2100000.00
18-Jul-03,240.15,41.28,--,2100000.00
17-Jul-03,236.15,40.6,--,2100000.00
16-Jul-03,238.62,41.01,--,2100000.00
15-Jul-03,239.41,41.14,--,2100000.00
14-Jul-03,240.72,41.37,--,2100000.00
11-Jul-03,239.94,41.23,--,2100000.00
10-Jul-03,238.51,40.97,--,2100000.00
9-Jul-03,241.31,41.45,--,2000000.00
8-Jul-03,242.92,41.73,--,2000000.00
7-Jul-03,241.78,41.52,--,2000000.00
3-Jul-03,237.2,40.74,--,2000000.00
2-Jul-03,238.8,41.02,--,2000000.00
1-Jul-03,236.67,40.65,--,2000000.00
30-Jun-03,236.06,40.55,--,2000000.00
27-Jun-03,235.81,40.51,--,2000000.00
26-Jun-03,238.15,40.9,--,2000000.00
25-Jun-03,236.26,40.58,--,2000000.00
24-Jun-03,238.84,41.02,--,2000000.00
23-Jun-03,238.74,41.01,--,2000000.00
20-Jun-03,242.09,41.6,--,2000000.00
19-Jun-03,241.75,41.54,--,2000000.00
18-Jun-03,245.81,42.22,--,2000000.00
17-Jun-03,246.77,42.38,--,2000000.00
16-Jun-03,246.95,42.41,--,2000000.00
13-Jun-03,241.81,41.52,0.05,2000000.00
12-Jun-03,244.81,42.08,--,2000000.00
11-Jun-03,244.07,41.96,--,2000000.00
10-Jun-03,240.33,41.31,--,2000000.00
9-Jun-03,237.79,40.87,--,2000000.00
6-Jun-03,240.98,41.44,--,2000000.00
5-Jun-03,239.93,41.27,--,2000000.00
4-Jun-03,238.51,41.04,--,2000000.00
3-Jun-03,234.97,40.42,--,2000000.00
2-Jun-03,234.66,40.37,--,1900000.00
30-May-03,233.04,40.08,--,1900000.00
29-May-03,228.51,39.3,--,1900000.00
28-May-03,229.63,39.51,--,1900000.00
27-May-03,229.26,39.44,--,1900000.00
23-May-03,224.69,38.66,--,1900000.00
22-May-03,224.28,38.59,--,1900000.00
21-May-03,222.37,38.24,--,1900000.00
20-May-03,222.77,38.31,--,1900000.00
19-May-03,222.83,38.33,--,1900000.00
16-May-03,227.53,39.16,--,1900000.00
15-May-03,229.49,39.48,--,1900000.00
14-May-03,227.92,39.19,--,1900000.00
13-May-03,228.13,39.23,--,1900000.00
12-May-03,229.52,39.46,--,1900000.00
9-May-03,227.25,39.05,--,1900000.00
8-May-03,223.54,38.41,--,1900000.00
7-May-03,225.75,38.79,--,1900000.00
6-May-03,227.35,39.06,--,2100000.00
5-May-03,225.25,38.7,--,2100000.00
2-May-03,226.45,38.91,--,2100000.00
1-May-03,223.21,38.33,--,2100000.00
30-Apr-03,224.77,38.6,--,2100000.00
29-Apr-03,224.23,38.51,--,2100000.00
28-Apr-03,223.76,38.42,--,2100000.00
25-Apr-03,219.29,37.64,--,2100000.00
24-Apr-03,221.37,38.01,--,2100000.00
23-Apr-03,223.15,38.32,--,2100000.00
22-Apr-03,221.43,38.04,--,2100000.00
21-Apr-03,216.28,37.16,--,2100000.00
17-Apr-03,217,37.27,--,2100000.00
16-Apr-03,213.29,36.65,--,2100000.00
15-Apr-03,215.8,37.08,--,2100000.00
14-Apr-03,213.42,36.69,--,2100000.00
11-Apr-03,209.92,36.09,--,2100000.00
10-Apr-03,210.42,36.17,--,2100000.00
9-Apr-03,209.6,36.03,--,2100000.00
8-Apr-03,212.77,36.56,--,2100000.00
7-Apr-03,212.8,36.57,--,2100000.00
4-Apr-03,211.36,36.33,--,2100000.00
3-Apr-03,211.65,36.38,--,2100000.00
2-Apr-03,211.79,36.43,--,2100000.00
1-Apr-03,205.94,35.43,--,2100000.00
31-Mar-03,203.33,34.99,--,2100000.00
28-Mar-03,206.56,35.55,--,2100000.00
27-Mar-03,208.34,35.85,--,2100000.00
26-Mar-03,208.81,35.93,--,2100000.00
25-Mar-03,210.62,36.24,--,2100000.00
24-Mar-03,208.82,35.93,--,2100000.00
21-Mar-03,216.62,37.27,--,2100000.00
20-Mar-03,210.27,36.18,--,2100000.00
19-Mar-03,210.16,36.15,--,2100000.00
18-Mar-03,208.18,35.83,--,2100000.00
17-Mar-03,206.66,35.56,--,2100000.00
14-Mar-03,199.33,34.28,--,2100000.00
13-Mar-03,197.5,33.98,--,2100000.00
12-Mar-03,190.86,32.88,--,2100000.00
11-Mar-03,189.57,32.68,--,2100000.00
10-Mar-03,192.27,33.14,--,2100000.00
7-Mar-03,197.69,34.07,0.11,2100000.00
6-Mar-03,196.14,33.91,--,2100000.00
5-Mar-03,197.99,34.26,--,2100000.00
4-Mar-03,196.94,34.09,--,2100000.00
3-Mar-03,200.19,34.64,--,2100000.00
28-Feb-03,201.17,34.82,--,2100000.00
27-Feb-03,200.59,34.72,--,2100000.00
26-Feb-03,197.93,34.27,--,2100000.00
25-Feb-03,200,34.62,--,2100000.00
24-Feb-03,198.12,34.32,--,2100000.00
21-Feb-03,202.86,34.68,--,2100000.00
20-Feb-03,200.14,34.68,--,2100000.00
19-Feb-03,201.76,34.97,--,2100000.00
18-Feb-03,201.69,34.98,--,2100000.00
14-Feb-03,198.36,34.41,--,2100000.00
13-Feb-03,194.51,33.73,--,2100000.00
12-Feb-03,196.07,34.01,--,2100000.00
11-Feb-03,198.66,34.46,--,2100000.00
10-Feb-03,199.96,34.69,--,2100000.00
7-Feb-03,199.47,34.6,--,2100000.00
6-Feb-03,201.39,34.93,--,2100000.00
5-Feb-03,203.12,35.23,--,2100000.00
4-Feb-03,203.39,35.28,--,2100000.00
3-Feb-03,205.97,35.72,--,2100000.00
31-Jan-03,204.73,35.53,--,2100000.00
30-Jan-03,201.05,34.89,--,2100000.00
29-Jan-03,205,35.58,--,2100000.00
28-Jan-03,205.07,35.59,--,2050000.00
27-Jan-03,202.53,35.14,--,2050000.00
24-Jan-03,205.14,35.62,--,2050000.00
23-Jan-03,210.46,36.53,--,2050000.00
22-Jan-03,207.34,35.99,--,2050000.00
21-Jan-03,211.64,36.73,--,2050000.00
17-Jan-03,216.49,37.55,--,2050000.00
16-Jan-03,219.04,38,--,2050000.00
15-Jan-03,219.18,38.01,--,2050000.00
14-Jan-03,222.49,38.58,--,2050000.00
13-Jan-03,221.94,38.49,--,2050000.00
10-Jan-03,222.55,38.59,--,2050000.00
9-Jan-03,223.08,38.68,--,2050000.00
8-Jan-03,219.77,38.1,--,2050000.00
7-Jan-03,223.21,38.69,--,2050000.00
6-Jan-03,224.99,39,--,2000000.00
3-Jan-03,221.55,38.43,--,2000000.00
2-Jan-03,222.37,38.51,--,2000000.00
31-Dec-02,215.28,37.36,--,1900000.00
30-Dec-02,213.66,37.06,--,1900000.00
27-Dec-02,213.44,37,--,1900000.00
26-Dec-02,216.22,37.48,--,1900000.00
24-Dec-02,216.16,37.47,--,1900000.00
23-Dec-02,217.43,37.68,--,1900000.00
