As Of,Index Level,NAV per Share,Ex-Dividends,Shares Outstanding
"Aug 22, 2017","1,247.94",102.85,--,"5,850,000.00"
"Aug 21, 2017","1,236.29",101.90,--,"5,850,000.00"
"Aug 18, 2017","1,234.62",101.76,--,"5,850,000.00"
"Aug 17, 2017","1,237.39",101.99,--,"5,850,000.00"
"Aug 16, 2017","1,256.02",103.52,--,"5,850,000.00"
"Aug 15, 2017","1,250.72",103.09,--,"5,850,000.00"
"Aug 14, 2017","1,252.80",103.26,--,"5,850,000.00"
"Aug 11, 2017","1,240.39",102.25,--,"5,850,000.00"
"Aug 10, 2017","1,237.26",101.99,--,"5,850,000.00"
"Aug 09, 2017","1,254.69",103.42,--,"5,850,000.00"
"Aug 08, 2017","1,256.94",103.61,--,"5,850,000.00"
"Aug 07, 2017","1,262.87",104.10,--,"5,850,000.00"
"Aug 04, 2017","1,259.50",103.83,--,"5,850,000.00"
"Aug 03, 2017","1,257.02",103.62,--,"5,850,000.00"
"Aug 02, 2017","1,254.32",103.40,--,"5,800,000.00"
"Aug 01, 2017","1,255.73",103.52,--,"5,750,000.00"
"Jul 31, 2017","1,253.54",103.34,--,"5,750,000.00"
"Jul 28, 2017","1,256.93",103.63,--,"5,750,000.00"
"Jul 27, 2017","1,255.07",103.47,--,"5,750,000.00"
"Jul 26, 2017","1,260.67",103.94,--,"5,750,000.00"
"Jul 25, 2017","1,262.03",104.05,--,"5,750,000.00"
"Jul 24, 2017","1,261.45",104.00,--,"5,750,000.00"
"Jul 21, 2017","1,260.83",103.96,--,"5,750,000.00"
"Jul 20, 2017","1,260.06",103.89,--,"5,750,000.00"
"Jul 19, 2017","1,260.20",103.91,--,"5,750,000.00"
"Jul 18, 2017","1,255.60",103.53,--,"5,700,000.00"
"Jul 17, 2017","1,255.42",103.52,--,"5,700,000.00"
"Jul 14, 2017","1,255.25",103.51,--,"5,700,000.00"
"Jul 13, 2017","1,247.97",102.91,--,"5,700,000.00"
"Jul 12, 2017","1,245.23",102.68,--,"5,700,000.00"
"Jul 11, 2017","1,235.88",101.92,--,"5,700,000.00"
"Jul 10, 2017","1,237.18",102.03,--,"5,700,000.00"
"Jul 07, 2017","1,237.41",102.05,--,"5,700,000.00"
"Jul 06, 2017","1,227.82",101.26,--,"5,700,000.00"
"Jul 05, 2017","1,242.16",102.44,--,"5,650,000.00"
"Jul 03, 2017","1,241.51",102.39,--,"5,650,000.00"
"Jun 30, 2017","1,238.94",102.18,--,"5,600,000.00"
"Jun 29, 2017","1,233.08",101.70,--,"5,550,000.00"
"Jun 28, 2017","1,245.70",102.74,--,"5,550,000.00"
"Jun 27, 2017","1,235.52",101.91,0.33,"5,550,000.00"
"Jun 26, 2017","1,245.88",103.09,--,"5,550,000.00"
"Jun 23, 2017","1,245.04",103.03,--,"5,600,000.00"
"Jun 22, 2017","1,242.06",102.78,--,"5,600,000.00"
"Jun 21, 2017","1,242.56",102.82,--,"5,550,000.00"
"Jun 20, 2017","1,243.51",102.90,--,"5,500,000.00"
"Jun 19, 2017","1,252.36",103.64,--,"5,500,000.00"
"Jun 16, 2017","1,242.44",102.82,--,"5,500,000.00"
"Jun 15, 2017","1,243.11",102.88,--,"5,500,000.00"
"Jun 14, 2017","1,244.36",102.98,--,"5,500,000.00"
"Jun 13, 2017","1,244.65",103.01,--,"5,500,000.00"
"Jun 12, 2017","1,237.78",102.44,--,"5,500,000.00"
"Jun 09, 2017","1,239.34",102.57,--,"5,500,000.00"
