As Of,Index Level,NAV per Share,Ex-Dividends,Shares Outstanding
"Oct 01, 2009",305.33,100.36,0.45,"5,400,000.00"
"Sep 30, 2009",305.76,101.00,--,"5,400,000.00"
"Sep 29, 2009",304.11,100.49,--,"5,400,000.00"
"Sep 28, 2009",303.13,100.15,--,"5,400,000.00"
"Sep 25, 2009",302.95,100.03,--,"5,300,000.00"
"Sep 24, 2009",303.46,100.23,--,"5,300,000.00"
"Sep 23, 2009",304.40,100.60,--,"5,300,000.00"
"Sep 22, 2009",303.99,100.46,--,"5,100,000.00"
"Sep 21, 2009",303.28,100.23,--,"4,800,000.00"
"Sep 18, 2009",303.82,100.37,--,"4,800,000.00"
"Sep 17, 2009",304.28,100.55,--,"4,800,000.00"
"Sep 16, 2009",303.90,100.41,--,"4,800,000.00"
"Sep 15, 2009",300.76,99.41,--,"4,800,000.00"
"Sep 14, 2009",298.55,98.69,--,"4,700,000.00"
"Sep 11, 2009",297.81,98.48,--,"4,700,000.00"
"Sep 10, 2009",296.15,97.90,--,"4,700,000.00"
"Sep 09, 2009",295.29,97.64,--,"4,700,000.00"
"Sep 08, 2009",294.70,97.53,--,"4,700,000.00"
"Sep 04, 2009",292.66,96.77,--,"4,700,000.00"
"Sep 03, 2009",290.76,96.54,--,"4,500,000.00"
"Sep 02, 2009",290.76,96.21,--,"4,500,000.00"
"Sep 01, 2009",290.23,96.09,0.49,"4,200,000.00"
"Aug 31, 2009",290.31,96.55,--,"4,200,000.00"
"Aug 28, 2009",290.79,96.74,--,"4,200,000.00"
"Aug 27, 2009",290.46,96.65,--,"4,200,000.00"
"Aug 26, 2009",290.56,96.72,--,"4,200,000.00"
"Aug 25, 2009",290.86,96.88,--,"4,200,000.00"
"Aug 24, 2009",290.82,96.79,--,"4,200,000.00"
"Aug 21, 2009",290.14,96.55,--,"4,200,000.00"
"Aug 20, 2009",289.06,96.16,--,"4,200,000.00"
"Aug 19, 2009",288.76,96.02,--,"4,200,000.00"
"Aug 18, 2009",288.43,95.97,--,"4,100,000.00"
"Aug 17, 2009",287.61,95.71,--,"4,100,000.00"
"Aug 14, 2009",288.03,95.88,--,"4,100,000.00"
"Aug 13, 2009",288.03,95.80,--,"4,100,000.00"
"Aug 12, 2009",287.37,95.50,--,"4,100,000.00"
"Aug 11, 2009",287.68,95.62,--,"4,100,000.00"
"Aug 10, 2009",288.67,95.94,--,"3,900,000.00"
"Aug 07, 2009",289.20,96.08,--,"3,900,000.00"
"Aug 06, 2009",288.98,95.98,--,"3,900,000.00"
"Aug 05, 2009",289.50,96.21,--,"3,900,000.00"
"Aug 04, 2009",288.61,95.92,--,"3,800,000.00"
"Aug 03, 2009",287.02,95.39,0.45,"3,800,000.00"
"Jul 31, 2009",284.74,95.02,--,"3,800,000.00"
"Jul 30, 2009",283.54,94.67,--,"3,800,000.00"
"Jul 29, 2009",282.64,94.36,--,"3,800,000.00"
"Jul 28, 2009",282.75,94.47,--,"3,700,000.00"
"Jul 27, 2009",282.60,94.46,--,"3,700,000.00"
"Jul 24, 2009",282.11,94.24,--,"3,700,000.00"
"Jul 23, 2009",281.65,94.05,--,"3,700,000.00"
"Jul 22, 2009",280.77,93.73,--,"3,500,000.00"
"Jul 21, 2009",280.04,93.54,--,"3,500,000.00"
"Jul 20, 2009",279.47,93.27,--,"3,500,000.00"
"Jul 17, 2009",278.88,93.07,--,"3,500,000.00"
"Jul 16, 2009",278.10,92.80,--,"3,500,000.00"
"Jul 15, 2009",277.38,92.55,--,"3,500,000.00"
"Jul 14, 2009",276.85,92.47,--,"3,200,000.00"
"Jul 13, 2009",276.30,92.26,--,"3,200,000.00"
"Jul 10, 2009",276.20,92.16,--,"3,200,000.00"
"Jul 09, 2009",275.33,92.06,--,"3,200,000.00"
"Jul 08, 2009",275.33,91.87,--,"3,200,000.00"
"Jul 07, 2009",275.79,92.02,--,"3,200,000.00"
"Jul 06, 2009",275.68,92.01,--,"3,100,000.00"
"Jul 02, 2009",276.14,92.09,--,"2,900,000.00"
"Jul 01, 2009",276.55,92.23,0.47,"2,900,000.00"
"Jun 30, 2009",275.89,92.56,--,"2,900,000.00"
"Jun 29, 2009",275.64,92.59,--,"2,900,000.00"
"Jun 26, 2009",274.31,92.05,--,"2,900,000.00"
"Jun 25, 2009",272.81,91.56,--,"2,900,000.00"
"Jun 24, 2009",271.60,91.07,--,"2,900,000.00"
"Jun 23, 2009",270.18,90.50,--,"2,900,000.00"
"Jun 22, 2009",270.42,90.71,--,"2,900,000.00"
"Jun 19, 2009",271.80,91.20,--,"2,900,000.00"
"Jun 18, 2009",271.36,91.12,--,"2,900,000.00"
"Jun 17, 2009",272.35,91.47,--,"2,800,000.00"
"Jun 16, 2009",274.19,92.35,--,"2,800,000.00"
"Jun 15, 2009",274.77,92.62,--,"2,800,000.00"
