As Of,Index Level,NAV per Share,Ex-Dividends,Shares Outstanding
"Sep 09, 2013","1,683.82",121.70,--,"142,600,000.00"
"Sep 06, 2013","1,658.17",119.85,--,"143,000,000.00"
"Sep 05, 2013","1,655.52",119.66,--,"143,200,000.00"
"Sep 04, 2013","1,652.07",119.41,--,"145,950,000.00"
"Sep 03, 2013","1,634.01",118.10,--,"158,850,000.00"
"Aug 30, 2013","1,637.23",118.34,--,"158,850,000.00"
"Aug 29, 2013","1,661.30",120.08,--,"158,850,000.00"
"Aug 28, 2013","1,653.74",119.53,--,"158,850,000.00"
"Aug 27, 2013","1,649.02",119.19,--,"158,600,000.00"
"Aug 26, 2013","1,683.40",121.68,--,"158,600,000.00"
"Aug 23, 2013","1,682.77",121.63,--,"158,600,000.00"
"Aug 22, 2013","1,680.37",121.46,--,"158,750,000.00"
"Aug 21, 2013","1,662.31",120.15,--,"159,450,000.00"
"Aug 20, 2013","1,675.53",121.11,--,"159,400,000.00"
"Aug 19, 2013","1,655.26",119.65,--,"159,400,000.00"
"Aug 16, 2013","1,666.24",120.44,--,"159,750,000.00"
"Aug 15, 2013","1,671.48",120.81,--,"159,550,000.00"
"Aug 14, 2013","1,701.06",122.95,--,"159,400,000.00"
"Aug 13, 2013","1,711.89",123.74,--,"159,450,000.00"
"Aug 12, 2013","1,713.69",123.86,--,"159,200,000.00"
"Aug 09, 2013","1,709.62",123.57,--,"159,250,000.00"
"Aug 08, 2013","1,708.70",123.50,--,"159,050,000.00"
"Aug 07, 2013","1,700.04",122.88,--,"159,000,000.00"
"Aug 06, 2013","1,712.54",123.78,--,"157,050,000.00"
"Aug 05, 2013","1,730.95",125.11,--,"157,050,000.00"
"Aug 02, 2013","1,731.30",125.14,--,"155,900,000.00"
"Aug 01, 2013","1,736.67",125.53,--,"141,500,000.00"
"Jul 31, 2013","1,700.97",122.95,--,"141,350,000.00"
"Jul 30, 2013","1,694.14",122.46,--,"141,100,000.00"
"Jul 29, 2013","1,688.67",122.06,--,"141,100,000.00"
"Jul 26, 2013","1,695.60",122.56,--,"140,850,000.00"
"Jul 25, 2013","1,704.50",123.20,--,"140,800,000.00"
"Jul 24, 2013","1,697.78",122.72,--,"140,800,000.00"
"Jul 23, 2013","1,711.30",123.70,--,"140,700,000.00"
"Jul 22, 2013","1,710.56",123.64,--,"140,400,000.00"
"Jul 19, 2013","1,703.73",123.15,--,"140,400,000.00"
"Jul 18, 2013","1,701.50",122.99,--,"140,150,000.00"
"Jul 17, 2013","1,686.35",121.89,--,"140,150,000.00"
"Jul 16, 2013","1,679.91",121.43,--,"139,850,000.00"
"Jul 15, 2013","1,690.68",122.21,--,"139,550,000.00"
"Jul 12, 2013","1,685.59",121.84,--,"139,550,000.00"
"Jul 11, 2013","1,679.80",121.42,--,"139,350,000.00"
"Jul 10, 2013","1,657.78",119.83,--,"139,150,000.00"
"Jul 09, 2013","1,657.94",119.84,--,"138,950,000.00"
"Jul 08, 2013","1,639.96",118.54,--,"138,800,000.00"
"Jul 05, 2013","1,636.84",118.32,--,"138,400,000.00"
"Jul 03, 2013","1,616.42",116.84,--,"138,400,000.00"
"Jul 02, 2013","1,615.49",116.78,--,"138,250,000.00"
"Jul 01, 2013","1,617.71",116.94,--,"138,300,000.00"
"Jun 28, 2013","1,601.74",115.79,--,"138,050,000.00"
"Jun 27, 2013","1,604.25",115.97,--,"137,850,000.00"
"Jun 26, 2013",--,114.31,0.44,"137,650,000.00"
"Jun 25, 2013","1,569.87",113.93,--,"137,650,000.00"
"Jun 24, 2013","1,551.17",112.57,--,"137,650,000.00"
"Jun 21, 2013","1,568.39",113.82,--,"137,950,000.00"
"Jun 20, 2013","1,572.58",114.12,--,"137,950,000.00"
"Jun 19, 2013","1,615.47",117.23,--,"137,950,000.00"
"Jun 18, 2013","1,638.81",118.93,--,"137,600,000.00"
"Jun 17, 2013","1,625.69",117.98,--,"137,400,000.00"
"Jun 14, 2013","1,616.38",117.30,--,"137,250,000.00"
"Jun 13, 2013","1,622.17",117.72,--,"137,250,000.00"
"Jun 12, 2013","1,593.90",115.67,--,"137,400,000.00"
"Jun 11, 2013","1,608.95",116.77,--,"137,400,000.00"
"Jun 10, 2013","1,628.80",118.20,--,"137,400,000.00"
"Jun 07, 2013","1,628.06",118.14,--,"137,400,000.00"
"Jun 06, 2013","1,612.93",117.04,--,"137,400,000.00"
"Jun 05, 2013","1,593.61",115.64,--,"137,100,000.00"
"Jun 04, 2013","1,615.18",117.21,--,"137,100,000.00"
"Jun 03, 2013","1,627.11",118.07,--,"137,100,000.00"
"May 31, 2013","1,631.86",118.42,--,"136,900,000.00"
"May 30, 2013","1,646.78",119.50,--,"136,900,000.00"
"May 29, 2013","1,634.36",118.60,--,"136,900,000.00"
"May 28, 2013","1,648.22",119.60,--,"136,850,000.00"
"May 24, 2013","1,636.15",118.73,--,"136,850,000.00"
"May 23, 2013","1,643.00",119.22,--,"137,900,000.00"
"May 22, 2013","1,643.80",119.28,--,"136,700,000.00"
"May 21, 2013","1,672.80",121.39,--,"136,600,000.00"
"May 20, 2013","1,669.23",121.13,--,"136,350,000.00"
"May 17, 2013","1,668.04",121.04,--,"136,500,000.00"
"May 16, 2013","1,651.72",119.86,--,"136,350,000.00"
"May 15, 2013","1,660.68",120.51,--,"136,350,000.00"
"May 14, 2013","1,652.96",119.95,--,"136,200,000.00"
"May 13, 2013","1,634.94",118.64,--,"136,200,000.00"
"May 10, 2013",--,118.84,--,"135,950,000.00"
"May 09, 2013","1,627.70",118.12,--,"135,700,000.00"
"May 08, 2013",--,118.49,--,"136,450,000.00"
"May 07, 2013","1,625.32",117.94,--,"136,250,000.00"
"May 06, 2013","1,611.09",116.91,--,"135,300,000.00"
"May 03, 2013","1,603.05",116.33,--,"135,200,000.00"
"May 02, 2013",--,114.85,--,"135,250,000.00"
"May 01, 2013","1,567.20",113.73,--,"135,350,000.00"
"Apr 30, 2013","1,595.80",115.81,--,"136,900,000.00"
"Apr 29, 2013",--,114.79,--,"136,600,000.00"
"Apr 26, 2013",--,113.92,--,"134,950,000.00"
"Apr 25, 2013","1,576.71",114.42,--,"134,600,000.00"
"Apr 24, 2013","1,568.32",113.81,--,"134,400,000.00"
"Apr 23, 2013","1,563.70",113.48,--,"134,100,000.00"
"Apr 22, 2013","1,546.36",112.22,--,"134,100,000.00"
"Apr 19, 2013",--,111.91,--,"134,100,000.00"
"Apr 18, 2013","1,519.34",110.26,--,"133,900,000.00"
"Apr 17, 2013","1,528.74",110.95,--,"133,600,000.00"
"Apr 16, 2013",--,112.78,--,"133,000,000.00"
"Apr 15, 2013","1,528.78",110.95,--,"133,000,000.00"
"Apr 12, 2013",--,114.69,--,"133,000,000.00"
"Apr 11, 2013","1,586.02",115.10,--,"133,000,000.00"
"Apr 10, 2013","1,579.87",114.66,--,"132,800,000.00"
"Apr 09, 2013","1,558.83",113.13,--,"132,800,000.00"
"Apr 08, 2013","1,558.38",113.10,--,"132,650,000.00"
"Apr 05, 2013","1,545.31",112.15,--,"132,450,000.00"
"Apr 04, 2013","1,547.42",112.31,--,"132,450,000.00"
"Apr 03, 2013","1,538.83",111.68,--,"132,250,000.00"
"Apr 02, 2013","1,564.00",113.51,--,"132,000,000.00"
"Apr 01, 2013",--,113.97,--,"131,950,000.00"
"Mar 28, 2013","1,585.85",115.10,--,"131,750,000.00"
"Mar 27, 2013","1,575.26",114.33,--,"131,550,000.00"
