As Of,Index Level,NAV per Share,Ex-Dividends,Shares Outstanding
27-Mar-19,"7,609.74",151.26,--,282950000.00
26-Mar-19,"7,639.36",151.85,--,282900000.00
25-Mar-19,"7,562.79",150.33,--,280450000.00
22-Mar-19,"7,527.97",149.63,--,288300000.00
21-Mar-19,"7,810.12",155.24,--,288950000.00
20-Mar-19,"7,713.57",153.32,0.41,280750000.00
19-Mar-19,"7,772.52",154.91,--,279700000.00
18-Mar-19,"7,816.94",155.79,--,276550000.00
15-Mar-19,"7,764.63",154.75,--,277800000.00
14-Mar-19,"7,744.70",154.36,--,275900000.00
13-Mar-19,"7,773.43",154.93,--,276150000.00
12-Mar-19,"7,742.71",154.32,--,276500000.00
11-Mar-19,"7,737.65",154.22,--,272550000.00
8-Mar-19,"7,602.44",151.53,--,270300000.00
7-Mar-19,"7,610.28",151.68,--,269600000.00
6-Mar-19,"7,675.23",152.98,--,274100000.00
5-Mar-19,"7,832.32",156.11,--,274650000.00
4-Mar-19,"7,867.93",156.82,--,278550000.00
1-Mar-19,"7,938.47",158.23,--,278900000.00
28-Feb-19,"7,867.17",156.81,--,278500000.00
27-Feb-19,"7,893.12",157.33,--,279250000.00
26-Feb-19,"7,874.61",156.96,--,277600000.00
25-Feb-19,"7,931.06",158.08,--,276800000.00
22-Feb-19,"7,937.20",158.2,--,277000000.00
21-Feb-19,"7,864.48",156.76,--,277000000.00
20-Feb-19,"7,894.56",157.36,--,281250000.00
19-Feb-19,"7,858.60",156.64,--,278900000.00
15-Feb-19,"7,832.34",156.12,--,280650000.00
14-Feb-19,"7,711.30",153.71,--,281100000.00
13-Feb-19,"7,698.68",153.46,--,282600000.00
12-Feb-19,"7,674.59",152.98,--,280350000.00
11-Feb-19,"7,578.32",151.06,--,281050000.00
8-Feb-19,"7,515.44",149.81,--,281050000.00
7-Feb-19,"7,511.00",149.72,--,282050000.00
6-Feb-19,"7,572.05",150.94,--,283150000.00
5-Feb-19,"7,582.84",151.15,--,286850000.00
4-Feb-19,"7,569.32",150.88,--,286850000.00
1-Feb-19,"7,491.83",149.34,--,287600000.00
31-Jan-19,"7,478.39",149.07,--,287350000.00
30-Jan-19,"7,415.71",147.82,--,280350000.00
29-Jan-19,"7,338.09",146.28,--,281300000.00
28-Jan-19,"7,348.39",146.48,--,284450000.00
25-Jan-19,"7,394.81",147.41,--,284650000.00
24-Jan-19,"7,302.57",145.57,--,283900000.00
23-Jan-19,"7,251.80",144.56,--,283950000.00
22-Jan-19,"7,267.74",144.87,--,284150000.00
18-Jan-19,"7,392.61",147.36,--,282100000.00
17-Jan-19,"7,316.47",145.85,--,284650000.00
16-Jan-19,"7,253.66",144.6,--,288900000.00
15-Jan-19,"7,206.32",143.65,--,289750000.00
14-Jan-19,"7,144.46",142.41,--,290350000.00
11-Jan-19,"7,216.86",143.86,--,293800000.00
10-Jan-19,"7,207.07",143.67,--,295250000.00
9-Jan-19,"7,173.61",143,--,297300000.00
8-Jan-19,"7,112.42",141.78,--,294350000.00
7-Jan-19,"7,006.59",139.67,--,297500000.00
4-Jan-19,"6,883.72",137.23,--,295450000.00
3-Jan-19,"6,634.79",132.27,--,297350000.00
2-Jan-19,"6,759.00",134.74,--,297800000.00
31-Dec-18,"6,722.15",134.01,--,305000000.00
28-Dec-18,"6,668.67",132.94,--,305850000.00
27-Dec-18,"6,634.49",132.26,--,310700000.00
26-Dec-18,"6,623.90",132.05,--,303650000.00
24-Dec-18,"6,310.60",125.8,--,303650000.00
21-Dec-18,"6,435.39",128.3,--,306550000.00
20-Dec-18,"6,604.28",131.67,--,302900000.00
19-Dec-18,"6,719.28",133.96,--,299100000.00
18-Dec-18,"6,858.09",136.73,--,297800000.00
17-Dec-18,"6,862.68",136.82,0.47,294950000.00
14-Dec-18,"7,024.81",140.53,--,295000000.00
13-Dec-18,"7,133.34",142.7,--,296500000.00
12-Dec-18,"7,243.22",144.9,--,296600000.00
11-Dec-18,"7,167.40",143.39,--,295750000.00
10-Dec-18,"7,181.89",143.68,--,295750000.00
7-Dec-18,"7,206.36",144.17,--,294150000.00
6-Dec-18,"7,351.65",147.08,--,294900000.00
