As Of,Index Level,NAV per Share,Ex-Dividends,Shares Outstanding
"Jun 10, 2014","2,486.85",37.16,--,"72,100,000.00"
"Jun 09, 2014","2,492.05",37.23,--,"71,900,000.00"
"Jun 06, 2014","2,493.39",37.25,--,"71,700,000.00"
"Jun 05, 2014","2,487.81",37.17,--,"71,700,000.00"
"Jun 04, 2014","2,478.21",37.03,--,"71,400,000.00"
"Jun 03, 2014","2,469.06",36.89,--,"71,400,000.00"
"Jun 02, 2014","2,471.89",36.93,--,"71,200,000.00"
"May 30, 2014","2,472.45",36.94,--,"76,000,000.00"
"May 29, 2014","2,464.16",36.82,--,"75,900,000.00"
"May 28, 2014","2,451.93",36.63,--,"71,000,000.00"
"May 27, 2014","2,456.64",36.70,--,"71,000,000.00"
"May 23, 2014","2,451.08",36.62,--,"71,000,000.00"
"May 22, 2014","2,445.83",36.54,--,"70,500,000.00"
"May 21, 2014","2,442.23",36.49,--,"70,500,000.00"
"May 20, 2014","2,428.12",36.28,--,"70,500,000.00"
"May 19, 2014","2,442.69",36.50,--,"70,400,000.00"
"May 16, 2014","2,442.66",36.50,--,"70,400,000.00"
"May 15, 2014","2,431.82",36.34,--,"70,300,000.00"
"May 14, 2014","2,451.81",36.63,--,"70,300,000.00"
"May 13, 2014","2,457.58",36.72,--,"70,200,000.00"
"May 12, 2014","2,453.84",36.66,--,"70,200,000.00"
"May 09, 2014","2,442.51",36.50,--,"70,200,000.00"
"May 08, 2014","2,438.74",36.44,--,"69,900,000.00"
"May 07, 2014","2,440.30",36.46,--,"69,900,000.00"
"May 06, 2014","2,425.44",36.24,--,"69,900,000.00"
"May 05, 2014","2,443.29",36.51,--,"69,800,000.00"
"May 02, 2014","2,438.22",36.43,--,"69,500,000.00"
"May 01, 2014","2,443.94",36.52,--,"69,500,000.00"
"Apr 30, 2014","2,444.15",36.52,--,"69,500,000.00"
"Apr 29, 2014","2,434.07",36.37,--,"69,500,000.00"
"Apr 28, 2014","2,428.65",36.29,--,"69,500,000.00"
"Apr 25, 2014","2,413.94",36.07,--,"68,700,000.00"
"Apr 24, 2014","2,420.69",36.17,--,"68,700,000.00"
"Apr 23, 2014","2,424.31",36.23,--,"68,600,000.00"
"Apr 22, 2014","2,427.14",36.27,--,"68,400,000.00"
"Apr 21, 2014","2,422.61",36.20,--,"68,400,000.00"
"Apr 17, 2014","2,414.69",36.08,--,"68,400,000.00"
"Apr 16, 2014","2,414.18",36.08,--,"68,400,000.00"
"Apr 15, 2014","2,390.16",35.72,--,"68,400,000.00"
"Apr 14, 2014","2,376.14",35.51,--,"68,300,000.00"
"Apr 11, 2014","2,358.29",35.24,--,"68,300,000.00"
"Apr 10, 2014","2,375.58",35.50,--,"68,300,000.00"
"Apr 09, 2014","2,410.90",36.03,--,"68,300,000.00"
"Apr 08, 2014","2,393.38",35.77,--,"68,200,000.00"
"Apr 07, 2014","2,383.84",35.63,--,"68,000,000.00"
"Apr 04, 2014","2,400.30",35.87,--,"67,900,000.00"
"Apr 03, 2014","2,420.31",36.17,--,"67,900,000.00"
"Apr 02, 2014","2,419.17",36.15,--,"67,900,000.00"
"Apr 01, 2014","2,414.75",36.09,--,"67,700,000.00"
"Mar 31, 2014","2,410.52",36.02,--,"67,700,000.00"
