As Of,Index Level,NAV per Share,Ex-Dividends,Shares Outstanding
"Mar 13, 2013",619.21,96.55,--,"3,700,000.00"
"Mar 12, 2013",616.24,96.09,--,"3,700,000.00"
"Mar 11, 2013",617.27,96.25,--,"3,700,000.00"
"Mar 08, 2013",616.31,96.10,--,"3,700,000.00"
"Mar 07, 2013",610.29,95.17,--,"3,700,000.00"
"Mar 06, 2013",609.66,95.07,--,"3,700,000.00"
"Mar 05, 2013",611.29,95.33,--,"3,700,000.00"
"Mar 04, 2013",606.21,94.54,--,"3,700,000.00"
"Mar 01, 2013",600.32,93.63,--,"3,700,000.00"
"Feb 28, 2013",596.31,93.00,--,"3,700,000.00"
"Feb 27, 2013",596.07,92.97,--,"3,700,000.00"
"Feb 26, 2013",588.04,91.72,--,"3,700,000.00"
"Feb 25, 2013",583.79,91.06,--,"3,700,000.00"
"Feb 22, 2013",592.52,92.42,--,"3,700,000.00"
"Feb 21, 2013",588.86,91.85,--,"3,700,000.00"
"Feb 20, 2013",592.86,92.47,--,"3,700,000.00"
"Feb 19, 2013",600.42,93.65,--,"3,700,000.00"
"Feb 15, 2013",597.56,93.21,--,"3,700,000.00"
"Feb 14, 2013",598.20,93.31,--,"3,700,000.00"
"Feb 13, 2013",598.93,93.43,--,"3,700,000.00"
"Feb 12, 2013",597.60,93.22,--,"3,700,000.00"
"Feb 11, 2013",595.98,92.97,--,"3,700,000.00"
"Feb 08, 2013",597.73,93.25,--,"3,700,000.00"
"Feb 07, 2013",593.41,92.57,--,"3,700,000.00"
"Feb 06, 2013",594.07,92.68,--,"3,700,000.00"
"Feb 05, 2013",593.38,92.57,--,"3,700,000.00"
"Feb 04, 2013",587.36,91.63,--,"3,700,000.00"
"Feb 01, 2013",595.77,92.95,--,"3,900,000.00"
"Jan 31, 2013",591.14,92.23,--,"3,900,000.00"
"Jan 30, 2013",592.67,92.47,--,"3,900,000.00"
"Jan 29, 2013",593.10,92.54,--,"3,900,000.00"
"Jan 28, 2013",594.87,92.81,--,"3,850,000.00"
"Jan 25, 2013",596.74,93.11,--,"3,850,000.00"
"Jan 24, 2013",591.57,92.30,--,"3,850,000.00"
"Jan 23, 2013",587.84,91.72,--,"3,850,000.00"
"Jan 22, 2013",586.12,91.45,--,"3,850,000.00"
"Jan 18, 2013",584.55,91.22,--,"3,850,000.00"
"Jan 17, 2013",582.76,90.94,--,"3,850,000.00"
"Jan 16, 2013",577.50,90.12,--,"3,850,000.00"
"Jan 15, 2013",577.88,90.18,--,"3,850,000.00"
"Jan 14, 2013",574.40,89.64,--,"3,850,000.00"
"Jan 11, 2013",573.64,89.52,--,"3,850,000.00"
"Jan 10, 2013",572.67,89.37,--,"3,850,000.00"
"Jan 09, 2013",570.41,89.02,--,"3,850,000.00"
"Jan 08, 2013",569.38,88.86,--,"3,850,000.00"
"Jan 07, 2013",570.43,89.03,--,"3,850,000.00"
"Jan 04, 2013",572.08,89.29,--,"3,850,000.00"
"Jan 03, 2013",569.83,88.94,--,"3,850,000.00"
"Jan 02, 2013",569.05,88.82,--,"3,850,000.00"
"Dec 31, 2012",556.23,86.82,--,"3,850,000.00"
"Dec 28, 2012",545.96,85.22,--,"3,850,000.00"
"Dec 27, 2012",550.47,85.93,--,"4,150,000.00"
"Dec 26, 2012",550.51,85.93,--,"4,150,000.00"
"Dec 24, 2012",556.26,86.83,--,"4,150,000.00"
