As Of,Index Level,NAV per Share,Ex-Dividends,Shares Outstanding
9-May-17,"1,218.80",158.49,--,11600000.00
8-May-17,"1,217.36",158.3,--,11600000.00
5-May-17,"1,226.17",159.45,--,11600000.00
4-May-17,"1,227.18",159.58,--,11600000.00
3-May-17,"1,220.24",158.68,--,11600000.00
2-May-17,"1,225.42",159.36,--,11700000.00
1-May-17,"1,222.11",158.93,--,12050000.00
28-Apr-17,"1,219.72",158.62,--,12050000.00
27-Apr-17,"1,216.78",158.24,--,12050000.00
26-Apr-17,"1,213.46",157.81,--,12050000.00
25-Apr-17,"1,207.28",157.01,--,12050000.00
24-Apr-17,"1,201.37",156.25,--,12050000.00
21-Apr-17,"1,189.36",154.7,--,12050000.00
20-Apr-17,"1,195.38",155.48,--,11750000.00
19-Apr-17,"1,188.91",154.64,--,11750000.00
18-Apr-17,"1,185.42",154.19,--,11750000.00
17-Apr-17,"1,195.51",155.5,--,11750000.00
13-Apr-17,"1,191.80",155.03,--,11750000.00
12-Apr-17,"1,194.26",155.35,--,11750000.00
11-Apr-17,"1,193.30",155.23,--,11800000.00
10-Apr-17,"1,194.61",155.4,--,11800000.00
7-Apr-17,"1,196.45",155.64,--,11800000.00
6-Apr-17,"1,193.66",155.28,--,11800000.00
5-Apr-17,"1,191.81",155.04,--,11800000.00
4-Apr-17,"1,196.30",155.63,--,11800000.00
3-Apr-17,"1,197.15",155.74,--,11800000.00
31-Mar-17,"1,196.73",155.69,--,11800000.00
30-Mar-17,"1,199.48",156.05,--,11800000.00
29-Mar-17,"1,199.54",156.06,--,11800000.00
28-Mar-17,"1,199.39",156.04,--,11850000.00
27-Mar-17,"1,198.94",155.99,--,11900000.00
24-Mar-17,"1,194.40",155.4,0.44,11900000.00
23-Mar-17,"1,193.62",155.75,--,11950000.00
22-Mar-17,"1,198.09",156.33,--,11950000.00
21-Mar-17,"1,196.53",156.13,--,12050000.00
20-Mar-17,"1,208.23",157.65,--,12050000.00
17-Mar-17,"1,210.40",157.94,--,12050000.00
16-Mar-17,"1,216.71",158.77,--,12000000.00
15-Mar-17,"1,227.91",160.23,--,12000000.00
14-Mar-17,"1,213.22",158.32,--,12000000.00
13-Mar-17,"1,217.72",158.9,--,12000000.00
10-Mar-17,"1,218.99",159.08,--,12000000.00
9-Mar-17,"1,214.55",158.5,--,12000000.00
8-Mar-17,"1,207.75",157.61,--,12000000.00
7-Mar-17,"1,203.30",157.04,--,12050000.00
6-Mar-17,"1,211.65",158.12,--,11950000.00
3-Mar-17,"1,217.48",158.89,--,11850000.00
2-Mar-17,"1,212.96",158.3,--,11850000.00
1-Mar-17,"1,216.30",158.74,--,11450000.00
28-Feb-17,"1,203.17",157.03,--,11550000.00
27-Feb-17,"1,206.09",157.41,--,11600000.00
24-Feb-17,"1,199.41",156.55,--,11600000.00
23-Feb-17,"1,192.84",155.69,--,11600000.00
22-Feb-17,"1,184.63",154.63,--,11600000.00
21-Feb-17,"1,187.27",154.97,--,11600000.00
17-Feb-17,"1,181.57",154.23,--,11600000.00
16-Feb-17,"1,180.13",154.05,--,11600000.00
15-Feb-17,"1,182.41",154.35,--,11500000.00
14-Feb-17,"1,169.68",152.69,--,11450000.00
13-Feb-17,"1,160.87",151.54,--,11450000.00
10-Feb-17,"1,153.09",150.53,--,11450000.00
9-Feb-17,"1,151.42",150.32,--,11450000.00
8-Feb-17,"1,145.69",149.57,--,11450000.00
7-Feb-17,"1,146.41",149.67,--,11450000.00
6-Feb-17,"1,146.41",149.67,--,11450000.00
3-Feb-17,"1,147.64",149.84,--,11450000.00
2-Feb-17,"1,140.41",148.9,--,11450000.00
1-Feb-17,"1,138.94",148.71,--,11450000.00
31-Jan-17,"1,130.09",147.56,--,11450000.00
30-Jan-17,"1,113.55",145.4,--,11500000.00
27-Jan-17,"1,119.48",146.18,--,11550000.00
26-Jan-17,"1,110.36",144.99,--,11550000.00
25-Jan-17,"1,116.84",145.84,--,11550000.00
24-Jan-17,"1,107.78",144.66,--,11550000.00
23-Jan-17,"1,114.00",145.47,--,11550000.00
20-Jan-17,"1,119.48",146.19,--,11600000.00
19-Jan-17,"1,123.11",146.65,--,12000000.00
18-Jan-17,"1,130.09",147.57,--,12000000.00
17-Jan-17,"1,130.63",147.64,--,12000000.00
13-Jan-17,"1,137.33",148.52,--,12000000.00
12-Jan-17,"1,135.31",148.26,--,12000000.00
11-Jan-17,"1,134.11",148.1,--,12000000.00
10-Jan-17,"1,146.21",149.67,--,12000000.00
9-Jan-17,"1,142.08",149.14,--,12000000.00
6-Jan-17,"1,135.79",148.32,--,12100000.00
5-Jan-17,"1,131.58",147.77,--,12100000.00
4-Jan-17,"1,126.12",147.06,--,12600000.00
3-Jan-17,"1,116.23",145.77,--,12650000.00
30-Dec-16,"1,102.61",144,--,12650000.00
29-Dec-16,"1,106.85",144.56,--,12650000.00
28-Dec-16,"1,106.00",144.45,--,12600000.00
27-Dec-16,"1,114.53",145.56,--,12600000.00
23-Dec-16,"1,113.93",145.49,--,12600000.00
22-Dec-16,"1,104.10",144.21,--,12600000.00
21-Dec-16,"1,102.71",144.03,0.51,12600000.00
20-Dec-16,"1,109.47",145.43,--,12500000.00
19-Dec-16,"1,109.41",145.42,--,12500000.00
16-Dec-16,"1,115.44",146.22,--,12500000.00
15-Dec-16,"1,114.14",146.05,--,12000000.00
14-Dec-16,"1,106.89",145.1,--,12000000.00
13-Dec-16,"1,110.70",145.6,--,12000000.00
12-Dec-16,"1,102.87",144.58,--,12000000.00
9-Dec-16,"1,097.24",143.85,--,12000000.00
8-Dec-16,"1,085.58",142.32,--,12000000.00
7-Dec-16,"1,083.50",142.05,--,12050000.00
6-Dec-16,"1,093.34",143.34,--,12100000.00
5-Dec-16,"1,089.24",142.81,--,12100000.00
2-Dec-16,"1,090.24",142.94,--,12100000.00
1-Dec-16,"1,086.48",142.45,--,12100000.00
30-Nov-16,"1,095.72",143.66,--,12100000.00
29-Nov-16,"1,107.46",145.2,--,12100000.00
28-Nov-16,"1,100.11",144.24,--,12050000.00
25-Nov-16,"1,110.79",145.64,--,12050000.00
23-Nov-16,"1,105.98",145.01,--,12000000.00
22-Nov-16,"1,100.89",144.35,--,11950000.00
21-Nov-16,"1,117.15",146.48,--,11950000.00
18-Nov-16,"1,113.34",145.99,--,11950000.00
17-Nov-16,"1,124.86",147.5,--,11950000.00
16-Nov-16,"1,118.54",146.67,--,11850000.00
15-Nov-16,"1,124.61",147.46,--,11850000.00
14-Nov-16,"1,120.96",146.99,--,11750000.00
11-Nov-16,"1,122.44",147.19,--,11750000.00
10-Nov-16,"1,137.73",149.19,--,11600000.00
9-Nov-16,"1,124.70",147.49,--,11000000.00
8-Nov-16,"1,087.61",142.63,--,11050000.00
7-Nov-16,"1,083.46",142.09,--,11950000.00
4-Nov-16,"1,056.71",138.59,--,11950000.00
3-Nov-16,"1,047.81",137.43,--,12000000.00
2-Nov-16,"1,059.50",138.96,--,12250000.00
1-Nov-16,"1,066.10",139.83,--,12250000.00
31-Oct-16,"1,070.63",140.42,--,12250000.00
28-Oct-16,"1,076.84",141.24,--,12350000.00
27-Oct-16,"1,094.80",143.59,--,12350000.00
26-Oct-16,"1,091.51",143.16,--,12350000.00
25-Oct-16,"1,100.45",144.33,--,12400000.00
24-Oct-16,"1,104.13",144.82,--,12400000.00
21-Oct-16,"1,105.65",145.02,--,12400000.00
20-Oct-16,"1,114.45",146.17,--,12650000.00
19-Oct-16,"1,108.84",145.44,--,12650000.00
18-Oct-16,"1,113.05",146,--,12650000.00
17-Oct-16,"1,100.82",144.39,--,12750000.00
14-Oct-16,"1,103.14",144.7,--,12800000.00
13-Oct-16,"1,111.61",145.81,--,12800000.00
12-Oct-16,"1,110.71",145.7,--,12800000.00
11-Oct-16,"1,117.93",146.65,--,12800000.00
10-Oct-16,"1,147.23",150.49,--,12800000.00
7-Oct-16,"1,141.56",149.75,--,12800000.00
6-Oct-16,"1,140.50",149.61,--,12800000.00
5-Oct-16,"1,147.00",150.46,--,12800000.00
4-Oct-16,"1,142.23",149.84,--,12850000.00
3-Oct-16,"1,144.12",150.09,--,12900000.00
30-Sep-16,"1,145.60",150.29,--,12900000.00
29-Sep-16,"1,134.06",148.78,--,12900000.00
28-Sep-16,"1,155.69",151.61,--,12900000.00
27-Sep-16,"1,157.40",151.84,--,12950000.00
26-Sep-16,"1,148.23",150.64,0.48,12900000.00
23-Sep-16,"1,162.30",152.98,--,12900000.00
22-Sep-16,"1,166.73",153.56,--,12900000.00
21-Sep-16,"1,158.19",152.44,--,12900000.00
20-Sep-16,"1,147.12",150.99,--,12900000.00
19-Sep-16,"1,142.71",150.41,--,12900000.00
16-Sep-16,"1,146.69",150.94,--,12900000.00
15-Sep-16,"1,145.14",150.74,--,12950000.00
14-Sep-16,"1,132.60",149.09,--,13000000.00
13-Sep-16,"1,131.34",148.93,--,13000000.00
12-Sep-16,"1,147.73",151.08,--,13050000.00
9-Sep-16,"1,129.33",148.67,--,13100000.00
8-Sep-16,"1,153.03",151.79,--,13100000.00
7-Sep-16,"1,150.85",151.5,--,13150000.00
6-Sep-16,"1,150.43",151.45,--,13200000.00
2-Sep-16,"1,145.43",150.8,--,13250000.00
1-Sep-16,"1,144.21",150.64,--,13600000.00
31-Aug-16,"1,146.17",150.9,--,13600000.00
30-Aug-16,"1,149.82",151.38,--,13600000.00
29-Aug-16,"1,154.34",151.98,--,13600000.00
26-Aug-16,"1,151.15",151.56,--,13650000.00
25-Aug-16,"1,146.59",150.96,--,13650000.00
24-Aug-16,"1,155.15",152.09,--,13650000.00
23-Aug-16,"1,174.87",154.68,--,13650000.00
22-Aug-16,"1,173.35",154.48,--,13650000.00
19-Aug-16,"1,169.65",154,--,13650000.00
18-Aug-16,"1,170.47",154.11,--,13650000.00
17-Aug-16,"1,169.47",153.98,--,13650000.00
16-Aug-16,"1,167.70",153.75,--,13650000.00
15-Aug-16,"1,179.00",155.24,--,13650000.00
12-Aug-16,"1,176.62",154.93,--,13650000.00
11-Aug-16,"1,178.52",155.18,--,13650000.00
10-Aug-16,"1,171.73",154.29,--,13650000.00
9-Aug-16,"1,177.92",155.11,--,13600000.00
8-Aug-16,"1,175.45",154.78,--,13500000.00
5-Aug-16,"1,185.99",156.18,--,13500000.00
4-Aug-16,"1,182.60",155.73,--,13450000.00
3-Aug-16,"1,185.49",156.11,--,13450000.00
2-Aug-16,"1,187.18",156.34,--,13400000.00
1-Aug-16,"1,192.91",157.09,--,13050000.00
29-Jul-16,"1,185.21",156.08,--,13050000.00
28-Jul-16,"1,181.15",155.55,--,13050000.00
27-Jul-16,"1,180.80",155.51,--,13050000.00
26-Jul-16,"1,175.65",154.83,--,13050000.00
25-Jul-16,"1,177.19",155.04,--,13050000.00
22-Jul-16,"1,178.95",155.27,--,13050000.00
21-Jul-16,"1,176.19",154.91,--,13050000.00
20-Jul-16,"1,171.92",154.35,--,13000000.00
19-Jul-16,"1,160.77",152.89,--,13000000.00
18-Jul-16,"1,163.46",153.24,--,13000000.00
15-Jul-16,"1,163.34",153.23,--,13000000.00
14-Jul-16,"1,163.03",153.2,--,13000000.00
13-Jul-16,"1,159.13",152.68,--,13000000.00
12-Jul-16,"1,160.08",152.81,--,12950000.00
