As Of,Index Level,NAV per Share,Ex-Dividends,Shares Outstanding
27-Mar-19,107.9,106.9,--,118400000.00
26-Mar-19,107.58,106.58,--,118000000.00
25-Mar-19,107.51,106.51,--,118100000.00
22-Mar-19,107.18,106.19,--,121100000.00
21-Mar-19,106.48,105.49,--,120100000.00
20-Mar-19,106.49,105.51,--,119200000.00
19-Mar-19,105.85,104.87,--,120900000.00
18-Mar-19,105.94,104.96,--,123400000.00
15-Mar-19,106.02,105.04,--,125600000.00
14-Mar-19,105.71,104.74,--,125300000.00
13-Mar-19,105.86,104.88,--,126200000.00
12-Mar-19,105.89,104.91,--,125900000.00
11-Mar-19,105.6,104.63,--,125500000.00
8-Mar-19,105.7,104.72,--,125600000.00
7-Mar-19,105.6,104.64,--,125900000.00
6-Mar-19,105.13,104.16,--,126100000.00
5-Mar-19,104.86,103.9,--,126500000.00
4-Mar-19,104.84,103.88,--,126400000.00
1-Mar-19,104.58,103.63,0.2,126900000.00
28-Feb-19,104.92,104.16,--,128000000.00
27-Feb-19,105.07,104.32,--,128000000.00
26-Feb-19,105.51,104.75,--,128200000.00
25-Feb-19,105.18,104.42,--,128200000.00
22-Feb-19,105.3,104.54,--,128400000.00
21-Feb-19,105.02,104.26,--,126300000.00
20-Feb-19,105.29,104.53,--,120100000.00
19-Feb-19,105.34,104.58,--,117800000.00
15-Feb-19,105.14,104.38,--,112800000.00
14-Feb-19,105.21,104.45,--,112400000.00
13-Feb-19,104.81,104.05,--,112400000.00
12-Feb-19,105,104.24,--,112100000.00
11-Feb-19,105.16,104.4,--,112100000.00
8-Feb-19,105.38,104.61,--,111900000.00
7-Feb-19,105.22,104.47,--,109300000.00
6-Feb-19,104.83,104.07,--,109600000.00
5-Feb-19,104.8,104.04,--,109900000.00
4-Feb-19,104.62,103.86,--,111000000.00
1-Feb-19,104.86,104.1,0.22,111400000.00
31-Jan-19,105.31,104.77,--,112100000.00
30-Jan-19,104.81,104.28,--,111100000.00
29-Jan-19,104.65,104.11,--,111100000.00
28-Jan-19,104.38,103.84,--,110900000.00
25-Jan-19,104.29,103.75,--,110700000.00
24-Jan-19,104.59,104.05,--,113000000.00
23-Jan-19,104.23,103.69,--,113000000.00
22-Jan-19,104.4,103.86,--,115400000.00
18-Jan-19,103.95,103.41,--,114500000.00
17-Jan-19,104.25,103.71,--,112900000.00
16-Jan-19,104.42,103.88,--,112700000.00
15-Jan-19,104.59,104.05,--,111600000.00
14-Jan-19,104.58,104.04,--,110800000.00
11-Jan-19,104.63,104.09,--,110600000.00
10-Jan-19,104.36,103.83,--,117400000.00
9-Jan-19,104.36,103.84,--,117400000.00
8-Jan-19,104.43,103.91,--,117700000.00
7-Jan-19,104.71,104.18,--,118000000.00
4-Jan-19,104.88,104.36,--,116600000.00
3-Jan-19,105.72,105.18,--,113800000.00
2-Jan-19,104.81,104.28,--,97700000.00
31-Dec-18,104.56,104.02,--,98100000.00
28-Dec-18,104.14,103.6,--,100100000.00
27-Dec-18,104.07,103.53,--,99100000.00
26-Dec-18,103.61,103.08,--,99700000.00
24-Dec-18,103.98,103.45,--,99300000.00
21-Dec-18,103.65,103.12,--,97200000.00
20-Dec-18,103.67,103.14,--,97100000.00
19-Dec-18,103.75,103.23,--,96400000.00
18-Dec-18,103.4,102.89,0.21,96000000.00
17-Dec-18,103.15,102.85,--,95800000.00
14-Dec-18,102.86,102.56,--,95800000.00
13-Dec-18,102.66,102.36,--,95300000.00
12-Dec-18,102.68,102.37,--,96300000.00
11-Dec-18,102.86,102.56,--,97300000.00
10-Dec-18,103.07,102.77,--,97300000.00
7-Dec-18,103.11,102.81,--,95300000.00
6-Dec-18,102.85,102.54,--,92500000.00
4-Dec-18,102.46,102.16,--,91100000.00
3-Dec-18,101.96,101.67,0.21,91100000.00
